sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"That same year , 1928 , she rushed into publication a first volume of the autobiography , changing Hardy 's first-person narrative into the third person and claiming that the book was actually her own biography of her husband .","That/DT same/JJ year/NN ,/, 1928/CD ,/, she/PRP rushed/VBD into/IN publication/NN a/DT first/JJ volume/NN of/IN the/DT autobiography/NN ,/, changing/VBG Hardy/NNP 's/POS first-person/NN narrative/NN into/IN the/DT third/JJ person/NN and/CC claiming/VBG that/IN the/DT book/NN was/VBD actually/RB her/PRP$ own/JJ biography/NN of/IN her/PRP$ husband/NN ./.","det(year-3, That-1) amod(year-3, same-2) root(ROOT-0, year-3) amod(year-3, 1928-5) nsubj(rushed-8, she-7) dep(year-3, rushed-8) case(publication-10, into-9) nmod:into(rushed-8, publication-10) det(volume-13, a-11) amod(volume-13, first-12) dobj(rushed-8, volume-13) case(autobiography-16, of-14) det(autobiography-16, the-15) nmod:of(volume-13, autobiography-16) dep(year-3, changing-18) nmod:poss(narrative-22, Hardy-19) case(Hardy-19, 's-20) compound(narrative-22, first-person-21) dobj(changing-18, narrative-22) case(person-26, into-23) det(person-26, the-24) amod(person-26, third-25) nmod:into(changing-18, person-26) cc(changing-18, and-27) dep(year-3, claiming-28) conj:and(changing-18, claiming-28) mark(biography-36, that-29) det(book-31, the-30) nsubj(biography-36, book-31) cop(biography-36, was-32) advmod(biography-36, actually-33) nmod:poss(biography-36, her-34) amod(biography-36, own-35) ccomp(claiming-28, biography-36) case(husband-39, of-37) nmod:poss(husband-39, her-38) nmod:of(biography-36, husband-39)  ",book,31,"det(book-31, the-30) nsubj(biography-36, book-31) ",person and claiming that the book was actually her own biography,NN,[],was,VBD,subject,was,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"But the narrative was largely Hardy 's , as he had meant it to be , for he had intended this book to stand as the authoritative record of his life .","But/CC the/DT narrative/NN was/VBD largely/RB Hardy/NNP 's/POS ,/, as/IN he/PRP had/VBD meant/VBN it/PRP to/TO be/VB ,/, for/IN he/PRP had/VBD intended/VBN this/DT book/NN to/TO stand/VB as/IN the/DT authoritative/JJ record/NN of/IN his/PRP$ life/NN ./.","cc(Hardy-6, But-1) det(narrative-3, the-2) nsubj(Hardy-6, narrative-3) cop(Hardy-6, was-4) advmod(Hardy-6, largely-5) root(ROOT-0, Hardy-6) case(Hardy-6, 's-7) mark(meant-12, as-9) nsubj(meant-12, he-10) aux(meant-12, had-11) acl:relcl(Hardy-6, meant-12) dobj(meant-12, it-13) nsubj(be-15, it-13) mark(be-15, to-14) xcomp(meant-12, be-15) mark(intended-20, for-17) nsubj(intended-20, he-18) aux(intended-20, had-19) advcl(meant-12, intended-20) det(book-22, this-21) dobj(intended-20, book-22) mark(stand-24, to-23) acl(book-22, stand-24) case(record-28, as-25) det(record-28, the-26) amod(record-28, authoritative-27) nmod:as(stand-24, record-28) case(life-31, of-29) nmod:poss(life-31, his-30) nmod:of(record-28, life-31)  ",book,22,"det(book-22, this-21) acl(book-22, stand-24) dobj(intended-20, book-22) ",for he had intended this book to stand as the authoritative,NN,[],intended,VBN,object,,,intended,intend,[],[],[],[],[],['this'],demonstrative,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"I 'd much rather be receiving some royalties from his books than be the widow of an immortal . """,I/PRP 'd/MD much/RB rather/RB be/VB receiving/VBG some/DT royalties/NNS from/IN his/PRP$ books/NNS than/IN be/VB the/DT widow/NN of/IN an/DT immortal/NN ./. ''/'',"nsubj(receiving-6, I-1) aux(receiving-6, 'd-2) advmod(receiving-6, much-3) advmod(receiving-6, rather-4) aux(receiving-6, be-5) root(ROOT-0, receiving-6) det(royalties-8, some-7) dobj(receiving-6, royalties-8) case(books-11, from-9) nmod:poss(books-11, his-10) nmod:from(receiving-6, books-11) dep(receiving-6, than-12) cop(widow-15, be-13) det(widow-15, the-14) dep(receiving-6, widow-15) case(immortal-18, of-16) det(immortal-18, an-17) nmod:of(widow-15, immortal-18)  ",books,11,"case(books-11, from-9) nmod:poss(books-11, his-10) nmod:from(receiving-6, books-11) ",receiving some royalties from his books than be the widow of,NNS,[],,,,,,,,,"[('from', 'receiving')]",['from'],['receiving'],[],[],,[],[],[],[],[],[],['his'],[],['from'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"In many senses she nearly became her husband : she adopted what has often been called his "" inner freedom , "" his defiance and his determination ; and , more prosaically ( as I am not the first to point out ) , she adopted his style and language in her books . ""","In/IN many/JJ senses/NNS she/PRP nearly/RB became/VBD her/PRP$ husband/NN :/: she/PRP adopted/VBD what/WP has/VBZ often/RB been/VBN called/VBN his/PRP$ ''/'' inner/IN freedom/NN ,/, ''/'' his/PRP$ defiance/NN and/CC his/PRP$ determination/NN ;/: and/CC ,/, more/RBR prosaically/JJ -LRB-/-LRB- as/IN I/PRP am/VBP not/RB the/DT first/JJ to/TO point/VB out/RP -RRB-/-RRB- ,/, she/PRP adopted/VBD his/PRP$ style/NN and/CC language/NN in/IN her/PRP$ books/NNS ./. ''/''","case(senses-3, In-1) amod(senses-3, many-2) nmod:in(adopted-46, senses-3) nsubj(became-6, she-4) advmod(became-6, nearly-5) acl:relcl(senses-3, became-6) nmod:poss(husband-8, her-7) xcomp(became-6, husband-8) nsubj(adopted-11, she-10) parataxis(became-6, adopted-11) nsubjpass(called-16, what-12) aux(called-16, has-13) advmod(called-16, often-14) auxpass(called-16, been-15) ccomp(adopted-11, called-16) dobj(called-16, his-17) case(freedom-20, inner-19) nmod:inner(his-17, freedom-20) nmod:poss(defiance-24, his-23) dep(his-17, defiance-24) cc(defiance-24, and-25) nmod:poss(determination-27, his-26) dep(his-17, determination-27) conj:and(defiance-24, determination-27) cc(his-17, and-29) advmod(prosaically-32, more-31) dobj(called-16, prosaically-32) conj:and(his-17, prosaically-32) mark(first-39, as-34) nsubj(first-39, I-35) cop(first-39, am-36) neg(first-39, not-37) det(first-39, the-38) dep(senses-3, first-39) mark(point-41, to-40) advcl(first-39, point-41) compound:prt(point-41, out-42) nsubj(adopted-46, she-45) root(ROOT-0, adopted-46) nmod:poss(style-48, his-47) dobj(adopted-46, style-48) cc(style-48, and-49) dobj(adopted-46, language-50) conj:and(style-48, language-50) case(books-53, in-51) nmod:poss(books-53, her-52) nmod:in(adopted-46, books-53)  ",books,53,"case(books-53, in-51) nmod:poss(books-53, her-52) nmod:in(adopted-46, books-53) ","style and language in her books . """,NNS,[],,,,,,,,,"[('in', 'adopted')]",['in'],['adopted'],[],[],,[],[],[],[],[],[],['her'],[],['in'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"But restless now , he turns his gaze from the book to my face ; then , with motives I can not fathom , he slips off my lap and with spraddled legs and sagging diaper lurches away through the golden light .","But/CC restless/RB now/RB ,/, he/PRP turns/VBZ his/PRP$ gaze/NN from/IN the/DT book/NN to/TO my/PRP$ face/NN ;/: then/RB ,/, with/IN motives/NNS I/PRP can/MD not/RB fathom/VB ,/, he/PRP slips/VBZ off/IN my/PRP$ lap/NN and/CC with/IN spraddled/JJ legs/NNS and/CC sagging/VBG diaper/NN lurches/NNS away/RB through/IN the/DT golden/JJ light/NN ./.","cc(turns-6, But-1) advmod(now-3, restless-2) advmod(turns-6, now-3) nsubj(turns-6, he-5) root(ROOT-0, turns-6) nmod:poss(gaze-8, his-7) dobj(turns-6, gaze-8) case(book-11, from-9) det(book-11, the-10) nmod:from(turns-6, book-11) case(face-14, to-12) nmod:poss(face-14, my-13) nmod:to(book-11, face-14) advmod(slips-26, then-16) case(motives-19, with-18) nmod:with(slips-26, motives-19) nsubj(fathom-23, I-20) aux(fathom-23, can-21) neg(fathom-23, not-22) acl:relcl(motives-19, fathom-23) nsubj(slips-26, he-25) nsubj(slips-26', he-25) parataxis(turns-6, slips-26) parataxis(turns-6, slips-26') conj:and(slips-26, slips-26') case(lap-29, off-27) nmod:poss(lap-29, my-28) nmod:off(slips-26, lap-29) cc(slips-26, and-30) case(legs-33, with-31) amod(legs-33, spraddled-32) nmod:with(slips-26', legs-33) cc(legs-33, and-34) amod(lurches-37, sagging-35) compound(lurches-37, diaper-36) nmod:with(slips-26', lurches-37) conj:and(legs-33, lurches-37) advmod(slips-26, away-38) case(light-42, through-39) det(light-42, the-40) amod(light-42, golden-41) nmod:through(slips-26, light-42)  ",book,11,"case(book-11, from-9) det(book-11, the-10) nmod:to(book-11, face-14) nmod:from(turns-6, book-11) ",turns his gaze from the book to my face ; then,NN,[],,,,,,,,,"[('to', 'face'), ('from', 'turns')]","['to', 'from']",['turns'],['face'],['the'],definite article,[],[],[],[],[],[],[],[],['from'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"A modest affluence and a profession neither of which my grandfather could have imagined permit me to spend my summers reading and writing in a summer home on a lake , where I have a leisure beyond his conception for the book and the word .","A/DT modest/JJ affluence/NN and/CC a/DT profession/NN neither/CC of/IN which/WDT my/PRP$ grandfather/NN could/MD have/VB imagined/VBN permit/VBP me/PRP to/TO spend/VB my/PRP$ summers/NNS reading/VBG and/CC writing/VBG in/IN a/DT summer/NN home/NN on/IN a/DT lake/NN ,/, where/WRB I/PRP have/VBP a/DT leisure/NN beyond/IN his/PRP$ conception/NN for/IN the/DT book/NN and/CC the/DT word/NN ./.","det(affluence-3, A-1) amod(affluence-3, modest-2) nsubj(permit-15, affluence-3) cc(affluence-3, and-4) det(profession-6, a-5) conj:and(affluence-3, profession-6) dobj(imagined-14, profession-6) nsubj(permit-15, profession-6) dep(which-9, neither-7) case(which-9, of-8) ref(profession-6, which-9) nmod:poss(grandfather-11, my-10) nsubj(imagined-14, grandfather-11) aux(imagined-14, could-12) aux(imagined-14, have-13) acl:relcl(profession-6, imagined-14) root(ROOT-0, permit-15) dobj(permit-15, me-16) nsubj(spend-18, me-16) mark(spend-18, to-17) xcomp(permit-15, spend-18) nmod:poss(summers-20, my-19) dobj(spend-18, summers-20) xcomp(spend-18, reading-21) cc(reading-21, and-22) xcomp(spend-18, writing-23) conj:and(reading-21, writing-23) case(home-27, in-24) det(home-27, a-25) compound(home-27, summer-26) nmod:in(reading-21, home-27) case(lake-30, on-28) det(lake-30, a-29) nmod:on(home-27, lake-30) advmod(have-34, where-32) nsubj(have-34, I-33) advcl(permit-15, have-34) det(leisure-36, a-35) dobj(have-34, leisure-36) case(conception-39, beyond-37) nmod:poss(conception-39, his-38) nmod:beyond(have-34, conception-39) case(book-42, for-40) det(book-42, the-41) nmod:for(conception-39, book-42) cc(book-42, and-43) det(word-45, the-44) nmod:for(conception-39, word-45) conj:and(book-42, word-45)  ",book,42,"case(book-42, for-40) det(book-42, the-41) cc(book-42, and-43) conj:and(book-42, word-45) nmod:for(conception-39, book-42) ",beyond his conception for the book and the word .,NN,[],,,,,,,,,"[('for', 'conception')]",['for'],['conception'],[],['the'],definite article,"[('and', 'word')]",['and'],['word'],[],[],[],[],[],['for'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"On my lap he will sit , turning pages of book after book with me ; and I know that as he struggles toward words over bright pictures , he will grasp a language that we share .","On/IN my/PRP$ lap/NN he/PRP will/MD sit/VB ,/, turning/VBG pages/NNS of/IN book/NN after/IN book/NN with/IN me/PRP ;/: and/CC I/PRP know/VBP that/IN as/IN he/PRP struggles/VBZ toward/IN words/NNS over/IN bright/JJ pictures/NNS ,/, he/PRP will/MD grasp/VB a/DT language/NN that/IN we/PRP share/VBP ./.","case(lap-3, On-1) nmod:poss(lap-3, my-2) nmod:on(sit-6, lap-3) nsubj(sit-6, he-4) aux(sit-6, will-5) root(ROOT-0, sit-6) xcomp(sit-6, turning-8) dobj(turning-8, pages-9) case(book-11, of-10) nmod:of(pages-9, book-11) case(book-13, after-12) nmod:after(turning-8, book-13) case(me-15, with-14) nmod:with(turning-8, me-15) cc(sit-6, and-17) nsubj(know-19, I-18) conj:and(sit-6, know-19) mark(grasp-32, that-20) mark(struggles-23, as-21) nsubj(struggles-23, he-22) advcl(grasp-32, struggles-23) case(words-25, toward-24) nmod:toward(struggles-23, words-25) case(pictures-28, over-26) amod(pictures-28, bright-27) nmod:over(words-25, pictures-28) nsubj(grasp-32, he-30) aux(grasp-32, will-31) ccomp(know-19, grasp-32) det(language-34, a-33) dobj(grasp-32, language-34) mark(share-37, that-35) nsubj(share-37, we-36) ccomp(grasp-32, share-37)  ",book,11,"case(book-11, of-10) nmod:of(pages-9, book-11) ","sit , turning pages of book after book with me ;",NN,[],,,,,,,,,"[('of', 'pages')]",['of'],['pages'],[],[],,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"On my lap he will sit , turning pages of book after book with me ; and I know that as he struggles toward words over bright pictures , he will grasp a language that we share .","On/IN my/PRP$ lap/NN he/PRP will/MD sit/VB ,/, turning/VBG pages/NNS of/IN book/NN after/IN book/NN with/IN me/PRP ;/: and/CC I/PRP know/VBP that/IN as/IN he/PRP struggles/VBZ toward/IN words/NNS over/IN bright/JJ pictures/NNS ,/, he/PRP will/MD grasp/VB a/DT language/NN that/IN we/PRP share/VBP ./.","case(lap-3, On-1) nmod:poss(lap-3, my-2) nmod:on(sit-6, lap-3) nsubj(sit-6, he-4) aux(sit-6, will-5) root(ROOT-0, sit-6) xcomp(sit-6, turning-8) dobj(turning-8, pages-9) case(book-11, of-10) nmod:of(pages-9, book-11) case(book-13, after-12) nmod:after(turning-8, book-13) case(me-15, with-14) nmod:with(turning-8, me-15) cc(sit-6, and-17) nsubj(know-19, I-18) conj:and(sit-6, know-19) mark(grasp-32, that-20) mark(struggles-23, as-21) nsubj(struggles-23, he-22) advcl(grasp-32, struggles-23) case(words-25, toward-24) nmod:toward(struggles-23, words-25) case(pictures-28, over-26) amod(pictures-28, bright-27) nmod:over(words-25, pictures-28) nsubj(grasp-32, he-30) aux(grasp-32, will-31) ccomp(know-19, grasp-32) det(language-34, a-33) dobj(grasp-32, language-34) mark(share-37, that-35) nsubj(share-37, we-36) ccomp(grasp-32, share-37)  ",book,13,"case(book-13, after-12) nmod:after(turning-8, book-13) ",turning pages of book after book with me ; and I,NN,[],,,,,,,,,"[('after', 'turning')]",['after'],['turning'],[],[],,[],[],[],[],[],[],[],[],['after'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
The love of the book and of the word is grounded here .,The/DT love/NN of/IN the/DT book/NN and/CC of/IN the/DT word/NN is/VBZ grounded/VBN here/RB ./.,"det(love-2, The-1) conj:and(love-2, love-2') nsubjpass(grounded-11, love-2) nsubjpass(grounded-11, love-2') case(book-5, of-3) det(book-5, the-4) nmod:of(love-2, book-5) cc(love-2, and-6) case(word-9, of-7) det(word-9, the-8) nmod:of(love-2', word-9) auxpass(grounded-11, is-10) root(ROOT-0, grounded-11) advmod(grounded-11, here-12)  ",book,5,"case(book-5, of-3) det(book-5, the-4) nmod:of(love-2, book-5) ",The love of the book and of the word is,NN,[],,,,,,,,,"[('of', 'love')]",['of'],['love'],[],['the'],definite article,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"When I was a student in France before the war , he was very popular with most young people , who read his little book "" Les Nourritures terrestres "" as a sort of pagan New Testament calling on them to revolt against the religious and moral conventions of French bourgeois society , and to achieve the fullest possible expression of their individual temperaments .","When/WRB I/PRP was/VBD a/DT student/NN in/IN France/NNP before/IN the/DT war/NN ,/, he/PRP was/VBD very/RB popular/JJ with/IN most/RBS young/JJ people/NNS ,/, who/WP read/VBD his/PRP$ little/JJ book/NN ''/'' Les/NNP Nourritures/NNP terrestres/VBZ ''/'' as/IN a/DT sort/NN of/IN pagan/NN New/NNP Testament/NNP calling/VBG on/IN them/PRP to/TO revolt/VB against/IN the/DT religious/JJ and/CC moral/JJ conventions/NNS of/IN French/JJ bourgeois/NNS society/NN ,/, and/CC to/TO achieve/VB the/DT fullest/JJS possible/JJ expression/NN of/IN their/PRP$ individual/JJ temperaments/NNS ./.","advmod(student-5, When-1) nsubj(student-5, I-2) cop(student-5, was-3) det(student-5, a-4) advcl(popular-15, student-5) case(France-7, in-6) nmod:in(student-5, France-7) case(war-10, before-8) det(war-10, the-9) nmod:before(student-5, war-10) nsubj(popular-15, he-12) cop(popular-15, was-13) advmod(popular-15, very-14) root(ROOT-0, popular-15) case(people-19, with-16) advmod(young-18, most-17) amod(people-19, young-18) nmod:with(popular-15, people-19) nsubj(read-22, people-19) ref(people-19, who-21) acl:relcl(people-19, read-22) nmod:poss(book-25, his-23) amod(book-25, little-24) dobj(read-22, book-25) compound(Nourritures-28, Les-27) nsubj(terrestres-29, Nourritures-28) acl:relcl(book-25, terrestres-29) case(sort-33, as-31) det(sort-33, a-32) nmod:as(people-19, sort-33) case(Testament-37, of-34) compound(Testament-37, pagan-35) compound(Testament-37, New-36) nmod:of(sort-33, Testament-37) acl(people-19, calling-38) case(them-40, on-39) nmod:on(calling-38, them-40) mark(revolt-42, to-41) ccomp(calling-38, revolt-42) case(conventions-48, against-43) det(conventions-48, the-44) amod(conventions-48, religious-45) cc(religious-45, and-46) conj:and(religious-45, moral-47) amod(conventions-48, moral-47) nmod:against(revolt-42, conventions-48) case(society-52, of-49) amod(society-52, French-50) compound(society-52, bourgeois-51) nmod:of(conventions-48, society-52) cc(revolt-42, and-54) mark(achieve-56, to-55) ccomp(calling-38, achieve-56) conj:and(revolt-42, achieve-56) det(expression-60, the-57) amod(expression-60, fullest-58) amod(expression-60, possible-59) dobj(achieve-56, expression-60) case(temperaments-64, of-61) nmod:poss(temperaments-64, their-62) amod(temperaments-64, individual-63) nmod:of(expression-60, temperaments-64)  ",book,25,"nmod:poss(book-25, his-23) amod(book-25, little-24) acl:relcl(book-25, terrestres-29) dobj(read-22, book-25) ",", who read his little book "" Les Nourritures terrestres """,NN,[],read,VBD,object,,,read,read,[],[],[],[],[],[],,[],[],[],[],['little'],[],['his'],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"Although he always claimed that the value of "" Corydon "" would eventually be recognized , it still strikes me today as a muddled , unevenly argued little book .","Although/IN he/PRP always/RB claimed/VBD that/IN the/DT value/NN of/IN ''/'' Corydon/NNP ''/'' would/MD eventually/RB be/VB recognized/VBN ,/, it/PRP still/RB strikes/VBZ me/PRP today/NN as/IN a/DT muddled/NNP ,/, unevenly/NN argued/VBD little/JJ book/NN ./.","mark(claimed-4, Although-1) nsubj(claimed-4, he-2) advmod(claimed-4, always-3) advcl(strikes-19, claimed-4) mark(recognized-15, that-5) det(value-7, the-6) nsubjpass(recognized-15, value-7) case(Corydon-10, of-8) nmod:of(value-7, Corydon-10) aux(recognized-15, would-12) advmod(recognized-15, eventually-13) auxpass(recognized-15, be-14) ccomp(claimed-4, recognized-15) nsubj(strikes-19, it-17) advmod(strikes-19, still-18) root(ROOT-0, strikes-19) dobj(strikes-19, me-20) nmod:tmod(strikes-19, today-21) mark(argued-27, as-22) det(unevenly-26, a-23) compound(unevenly-26, muddled-24) nsubj(argued-27, unevenly-26) advcl(strikes-19, argued-27) amod(book-29, little-28) dobj(argued-27, book-29)  ",book,29,"amod(book-29, little-28) dobj(argued-27, book-29) ","muddled , unevenly argued little book .",NN,[],argued,VBD,object,,,argued,argue,[],[],[],[],[],[],,[],[],[],[],['little'],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"<p> This second part of "" Corydon "" is so open to criticism that one can easily understand why the book has had little influence .",<p>/RB This/DT second/JJ part/NN of/IN ''/'' Corydon/NNP ''/'' is/VBZ so/RB open/JJ to/TO criticism/NN that/IN one/PRP can/MD easily/RB understand/VB why/WRB the/DT book/NN has/VBZ had/VBN little/JJ influence/NN ./.,"advmod(open-11, <p>-1) det(part-4, This-2) amod(part-4, second-3) nsubj(open-11, part-4) case(Corydon-7, of-5) nmod:of(part-4, Corydon-7) cop(open-11, is-9) advmod(open-11, so-10) root(ROOT-0, open-11) case(criticism-13, to-12) nmod:to(open-11, criticism-13) mark(understand-18, that-14) nsubj(understand-18, one-15) aux(understand-18, can-16) advmod(understand-18, easily-17) ccomp(open-11, understand-18) advmod(had-23, why-19) det(book-21, the-20) nsubj(had-23, book-21) aux(had-23, has-22) ccomp(understand-18, had-23) amod(influence-25, little-24) dobj(had-23, influence-25)  ",book,21,"det(book-21, the-20) nsubj(had-23, book-21) ",can easily understand why the book has had little influence .,NN,[],had,VBN,subject,had,have,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
"Even so , the book remains very unsatisfactory -- surprisingly so , given Andr Gide 's general ability .","Even/RB so/RB ,/, the/DT book/NN remains/VBZ very/RB unsatisfactory/JJ --/: surprisingly/RB so/RB ,/, given/VBN Andr/NNP Gide/NNP 's/POS general/JJ ability/NN ./.","advmod(so-2, Even-1) advmod(remains-6, so-2) det(book-5, the-4) nsubj(remains-6, book-5) root(ROOT-0, remains-6) advmod(unsatisfactory-8, very-7) xcomp(remains-6, unsatisfactory-8) advmod(so-11, surprisingly-10) dep(unsatisfactory-8, so-11) case(ability-18, given-13) compound(Gide-15, Andr-14) nmod:poss(ability-18, Gide-15) case(Gide-15, 's-16) amod(ability-18, general-17) nmod:given(remains-6, ability-18)  ",book,5,"det(book-5, the-4) nsubj(remains-6, book-5) ","Even so , the book remains very unsatisfactory -- surprisingly",NN,[],remains,VBZ,subject,remains,remain,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
"In each book , the narrator is a version of Gide himself , and Madeleine appears in a different guise in each .","In/IN each/DT book/NN ,/, the/DT narrator/NN is/VBZ a/DT version/NN of/IN Gide/VBG himself/PRP ,/, and/CC Madeleine/NNP appears/VBZ in/IN a/DT different/JJ guise/NN in/IN each/DT ./.","case(book-3, In-1) det(book-3, each-2) nmod:in(version-9, book-3) det(narrator-6, the-5) nsubj(version-9, narrator-6) cop(version-9, is-7) det(version-9, a-8) root(ROOT-0, version-9) mark(Gide-11, of-10) acl(version-9, Gide-11) dobj(Gide-11, himself-12) cc(version-9, and-14) nsubj(appears-16, Madeleine-15) conj:and(version-9, appears-16) case(guise-20, in-17) det(guise-20, a-18) amod(guise-20, different-19) nmod:in(appears-16, guise-20) case(each-22, in-21) nmod:in(guise-20, each-22)  ",book,3,"case(book-3, In-1) det(book-3, each-2) nmod:in(version-9, book-3) ","In each book , the narrator is a",NN,[],,,,,,,,,"[('in', 'version')]",['in'],['version'],[],['each'],quantifier,[],[],[],[],[],[],[],[],['In'],[],[],[],[],[],[],each,other,singular,linked,,['O-DEN'],countable,unknown
"Nevertheless , the conclusion of the book is almost comically sanctimonious in its attempt to half-exonerate the hero .","Nevertheless/RB ,/, the/DT conclusion/NN of/IN the/DT book/NN is/VBZ almost/RB comically/RB sanctimonious/NNS in/IN its/PRP$ attempt/NN to/TO half-exonerate/VB the/DT hero/NN ./.","advmod(sanctimonious-11, Nevertheless-1) det(conclusion-4, the-3) nsubj(sanctimonious-11, conclusion-4) case(book-7, of-5) det(book-7, the-6) nmod:of(conclusion-4, book-7) cop(sanctimonious-11, is-8) advmod(comically-10, almost-9) advmod(sanctimonious-11, comically-10) root(ROOT-0, sanctimonious-11) case(attempt-14, in-12) nmod:poss(attempt-14, its-13) nmod:in(sanctimonious-11, attempt-14) mark(half-exonerate-16, to-15) acl(attempt-14, half-exonerate-16) det(hero-18, the-17) dobj(half-exonerate-16, hero-18)  ",book,7,"case(book-7, of-5) det(book-7, the-6) nmod:of(conclusion-4, book-7) ",", the conclusion of the book is almost comically sanctimonious in",NN,[],,,,,,,,,"[('of', 'conclusion')]",['of'],['conclusion'],[],['the'],definite article,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"One may wish that Gide had gone still further and told the whole truth , but the book , as it stands , is a compromise that works effectively on a certain level , although , of course , it makes no contribution to the homosexual cause .","One/PRP may/MD wish/VB that/IN Gide/NNP had/VBD gone/VBN still/RB further/RBR and/CC told/VBD the/DT whole/JJ truth/NN ,/, but/CC the/DT book/NN ,/, as/IN it/PRP stands/VBZ ,/, is/VBZ a/DT compromise/NN that/WDT works/VBZ effectively/RB on/IN a/DT certain/JJ level/NN ,/, although/IN ,/, of/IN course/NN ,/, it/PRP makes/VBZ no/DT contribution/NN to/TO the/DT homosexual/JJ cause/NN ./.","nsubj(wish-3, One-1) aux(wish-3, may-2) root(ROOT-0, wish-3) mark(gone-7, that-4) nsubj(gone-7, Gide-5) nsubj(told-11, Gide-5) aux(gone-7, had-6) ccomp(wish-3, gone-7) advmod(gone-7, still-8) advmod(gone-7, further-9) cc(gone-7, and-10) ccomp(wish-3, told-11) conj:and(gone-7, told-11) det(truth-14, the-12) amod(truth-14, whole-13) dobj(told-11, truth-14) cc(wish-3, but-16) det(book-18, the-17) nsubj(compromise-26, book-18) mark(stands-22, as-20) nsubj(stands-22, it-21) acl:relcl(book-18, stands-22) cop(compromise-26, is-24) det(compromise-26, a-25) conj:but(wish-3, compromise-26) nsubj(works-28, compromise-26) ref(compromise-26, that-27) acl:relcl(compromise-26, works-28) advmod(works-28, effectively-29) case(level-33, on-30) det(level-33, a-31) amod(level-33, certain-32) nmod:on(works-28, level-33) mark(makes-41, although-35) case(course-38, of-37) dep(makes-41, course-38) nsubj(makes-41, it-40) advcl(works-28, makes-41) neg(contribution-43, no-42) dobj(makes-41, contribution-43) case(cause-47, to-44) det(cause-47, the-45) amod(cause-47, homosexual-46) nmod:to(makes-41, cause-47)  ",book,18,"det(book-18, the-17) acl:relcl(book-18, stands-22) nsubj(compromise-26, book-18) ","whole truth , but the book , as it stands ,",NN,[],is,VBZ,subject,is,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,singular,[],unknown,unknown
