sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
The myths of Ariadne and of Arachne are as confounded in the speaker 's mind as is a fly in a spider web.,The/DT myths/NNS of/IN Ariadne/NNP and/CC of/IN Arachne/NNP are/VBP as/RB confounded/JJ in/IN the/DT speaker/NN 's/POS mind/NN as/IN is/VBZ a/DT fly/NN in/IN a/DT spider/NN web/NN ./.,"det(myths-2, The-1) conj:and(myths-2, myths-2') nsubj(confounded-10, myths-2) nsubj(confounded-10, myths-2') case(Ariadne-4, of-3) nmod:of(myths-2, Ariadne-4) cc(myths-2, and-5) case(Arachne-7, of-6) nmod:of(myths-2', Arachne-7) cop(confounded-10, are-8) advmod(confounded-10, as-9) root(ROOT-0, confounded-10) case(mind-15, in-11) det(speaker-13, the-12) nmod:poss(mind-15, speaker-13) case(speaker-13, 's-14) nmod:in(confounded-10, mind-15) mark(fly-19, as-16) cop(fly-19, is-17) det(fly-19, a-18) advcl(confounded-10, fly-19) case(web-23, in-20) det(web-23, a-21) compound(web-23, spider-22) nmod:in(fly-19, web-23)  ",fly,19,"mark(fly-19, as-16) cop(fly-19, is-17) det(fly-19, a-18) nmod:in(fly-19, web-23) advcl(confounded-10, fly-19) ",'s mind as is a fly in a spider web.,NN,[],,,,,"[('in', 'web')]",['in'],[],['web'],['a'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable,unknown
"Frollo continues , several lines later , to make this analogy clear : his description of the fly caught in the spider web evokes his own sacerdotal power as it inevitably and ironically ensnares the young woman he secretly desires.","Frollo/NNP continues/VBZ ,/, several/JJ lines/NNS later/RB ,/, to/TO make/VB this/DT analogy/NN clear/JJ :/: his/PRP$ description/NN of/IN the/DT fly/NN caught/VBN in/IN the/DT spider/NN web/NN evokes/VBZ his/PRP$ own/JJ sacerdotal/JJ power/NN as/IN it/PRP inevitably/RB and/CC ironically/RB ensnares/VBZ the/DT young/JJ woman/NN he/PRP secretly/RB desires/VBZ ./.","nsubj(continues-2, Frollo-1) nsubj(make-9, Frollo-1) root(ROOT-0, continues-2) amod(lines-5, several-4) nmod:npmod(later-6, lines-5) advmod(continues-2, later-6) mark(make-9, to-8) xcomp(continues-2, make-9) det(analogy-11, this-10) nsubj(clear-12, analogy-11) xcomp(make-9, clear-12) nmod:poss(description-15, his-14) nsubj(evokes-24, description-15) nsubj(ensnares-34, description-15) case(fly-18, of-16) det(fly-18, the-17) nmod:of(description-15, fly-18) acl(fly-18, caught-19) case(web-23, in-20) det(web-23, the-21) compound(web-23, spider-22) nmod:in(caught-19, web-23) parataxis(continues-2, evokes-24) nmod:poss(power-28, his-25) amod(power-28, own-26) amod(power-28, sacerdotal-27) dobj(evokes-24, power-28) case(it-30, as-29) nmod:as(evokes-24, it-30) advmod(evokes-24, inevitably-31) cc(evokes-24, and-32) advmod(ensnares-34, ironically-33) parataxis(continues-2, ensnares-34) conj:and(evokes-24, ensnares-34) det(woman-37, the-35) amod(woman-37, young-36) dobj(ensnares-34, woman-37) nsubj(desires-40, he-38) advmod(desires-40, secretly-39) acl:relcl(woman-37, desires-40)  ",fly,18,"case(fly-18, of-16) det(fly-18, the-17) acl(fly-18, caught-19) nmod:of(description-15, fly-18) ",: his description of the fly caught in the spider web,NN,[],,,,,"[('of', 'description')]",['of'],['description'],[],['the'],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"<p> One April , perched on my pack on a frozen stream bed , I watched a blue heron fly to its nest .","<p>/NN One/CD April/NNP ,/, perched/VBN on/IN my/PRP$ pack/NN on/IN a/DT frozen/JJ stream/NN bed/NN ,/, I/PRP watched/VBD a/DT blue/JJ heron/NN fly/NN to/TO its/PRP$ nest/NN ./.","compound(April-3, <p>-1) nummod(April-3, One-2) nsubj(watched-16, April-3) acl(April-3, perched-5) case(pack-8, on-6) nmod:poss(pack-8, my-7) nmod:on(perched-5, pack-8) case(bed-13, on-9) det(bed-13, a-10) amod(bed-13, frozen-11) compound(bed-13, stream-12) nmod:on(pack-8, bed-13) nsubj(watched-16, I-15) root(ROOT-0, watched-16) det(fly-20, a-17) amod(fly-20, blue-18) compound(fly-20, heron-19) dobj(watched-16, fly-20) case(nest-23, to-21) nmod:poss(nest-23, its-22) nmod:to(watched-16, nest-23)  ",fly,20,"det(fly-20, a-17) amod(fly-20, blue-18) compound(fly-20, heron-19) dobj(watched-16, fly-20) ",I watched a blue heron fly to its nest .,NN,[],watched,VBD,object,[],[],[],[],[],['a'],[],['heron'],['blue'],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
Think of the folk song about an old woman who swallowed a fly .,Think/VB of/IN the/DT folk/NN song/NN about/IN an/DT old/JJ woman/NN who/WP swallowed/VBN a/DT fly/NN ./.,"root(ROOT-0, Think-1) case(song-5, of-2) det(song-5, the-3) compound(song-5, folk-4) nmod:of(Think-1, song-5) case(woman-9, about-6) det(woman-9, an-7) amod(woman-9, old-8) nmod:about(Think-1, woman-9) nsubj(swallowed-11, woman-9) ref(woman-9, who-10) acl:relcl(woman-9, swallowed-11) det(fly-13, a-12) dobj(swallowed-11, fly-13)  ",fly,13,"det(fly-13, a-12) dobj(swallowed-11, fly-13) ",old woman who swallowed a fly .,NN,[],swallowed,VBN,object,[],[],[],[],[],['a'],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"( She then swallowed a spider to catch the fly , a bird to catch the spider , a cat to catch the bird ... and up the size range of the animal kingdom .","-LRB-/-LRB- She/PRP then/RB swallowed/VBZ a/DT spider/NN to/TO catch/VB the/DT fly/NN ,/, a/DT bird/NN to/TO catch/VB the/DT spider/NN ,/, a/DT cat/NN to/TO catch/VB the/DT bird/NN .../: and/CC up/RB the/DT size/NN range/NN of/IN the/DT animal/NN kingdom/NN ./.","nsubj(swallowed-4, She-2) advmod(swallowed-4, then-3) root(ROOT-0, swallowed-4) det(spider-6, a-5) dobj(swallowed-4, spider-6) mark(catch-8, to-7) acl(spider-6, catch-8) det(fly-10, the-9) dobj(catch-8, fly-10) det(bird-13, a-12) appos(fly-10, bird-13) mark(catch-15, to-14) acl(bird-13, catch-15) det(spider-17, the-16) dobj(catch-15, spider-17) det(cat-20, a-19) appos(fly-10, cat-20) conj:and(bird-13, cat-20) mark(catch-22, to-21) acl(cat-20, catch-22) det(bird-24, the-23) dobj(catch-22, bird-24) cc(bird-13, and-26) advmod(range-30, up-27) det(size-29, the-28) nmod:npmod(up-27, size-29) appos(fly-10, range-30) conj:and(bird-13, range-30) case(kingdom-34, of-31) det(kingdom-34, the-32) compound(kingdom-34, animal-33) nmod:of(range-30, kingdom-34)  ",fly,10,"det(fly-10, the-9) appos(fly-10, bird-13) appos(fly-10, cat-20) appos(fly-10, range-30) dobj(catch-8, fly-10) ","a spider to catch the fly , a bird to catch",NN,[],catch,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],"['modified', 'bird', 'modified', 'cat', 'modified', 'range']",[],[],,,singular,ambiguous,,unknown,unknown
"<p> The attempted solution , like the horse ingested to catch the fly , created greater havoc than the original problem .","<p>/RB The/DT attempted/VBN solution/NN ,/, like/IN the/DT horse/NN ingested/VBN to/TO catch/VB the/DT fly/NN ,/, created/VBD greater/JJR havoc/NN than/IN the/DT original/JJ problem/NN ./.","advmod(created-15, <p>-1) det(solution-4, The-2) amod(solution-4, attempted-3) nsubj(created-15, solution-4) case(horse-8, like-6) det(horse-8, the-7) nmod:like(solution-4, horse-8) acl(horse-8, ingested-9) mark(catch-11, to-10) xcomp(ingested-9, catch-11) det(fly-13, the-12) dobj(catch-11, fly-13) root(ROOT-0, created-15) amod(havoc-17, greater-16) dobj(created-15, havoc-17) case(problem-21, than-18) det(problem-21, the-19) amod(problem-21, original-20) nmod:than(created-15, problem-21)  ",fly,13,"det(fly-13, the-12) dobj(catch-11, fly-13) ","horse ingested to catch the fly , created greater havoc than",NN,[],catch,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"But , speaking of folk songs and citing a more recent composition than the old lady and the fly , "" When will they ever learn ? ""","But/CC ,/, speaking/VBG of/IN folk/NN songs/NNS and/CC citing/VBG a/DT more/JJR recent/JJ composition/NN than/IN the/DT old/JJ lady/NN and/CC the/DT fly/NN ,/, ''/'' When/WRB will/MD they/PRP ever/RB learn/VBP ?/. ''/''","cc(learn-26, But-1) dep(learn-26, speaking-3) case(songs-6, of-4) compound(songs-6, folk-5) nmod:of(speaking-3, songs-6) cc(speaking-3, and-7) conj:and(speaking-3, citing-8) dep(learn-26, citing-8) det(composition-12, a-9) amod(composition-12, more-10) amod(composition-12, recent-11) dobj(citing-8, composition-12) case(lady-16, than-13) det(lady-16, the-14) amod(lady-16, old-15) nmod:than(citing-8, lady-16) cc(lady-16, and-17) det(fly-19, the-18) nmod:than(citing-8, fly-19) conj:and(lady-16, fly-19) advmod(will-23, When-22) parataxis(learn-26, will-23) nsubj(learn-26, they-24) advmod(learn-26, ever-25) root(ROOT-0, learn-26)  ",fly,19,"det(fly-19, the-18) nmod:than(citing-8, fly-19) conj:and(lady-16, fly-19) ","the old lady and the fly , "" When will they",NN,[],,,,,"[('than', 'citing')]",['than'],['citing'],[],['the'],"[('and', 'lady')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"As flue gases cool , the metals condense onto fly ash135 or join together to form a material known as fume .","As/IN flue/JJ gases/NNS cool/VBP ,/, the/DT metals/NNS condense/VB onto/IN fly/NN ash135/NNS or/CC join/VB together/RP to/TO form/VB a/DT material/NN known/VBN as/IN fume/NN ./."," mark(cool-4, As-1) amod(gases-3, flue-2) nsubj(cool-4, gases-3) advcl(condense-8, cool-4) det(metals-7, the-6) nsubj(condense-8, metals-7) nsubj(join-13, metals-7) nsubj(form-16, metals-7) root(ROOT-0, condense-8) case(ash135-11, onto-9) compound(ash135-11, fly-10) nmod:onto(condense-8, ash135-11) cc(condense-8, or-12) conj:or(condense-8, join-13) compound:prt(join-13, together-14) mark(form-16, to-15) xcomp(join-13, form-16) det(material-18, a-17) dobj(form-16, material-18) acl(material-18, known-19) case(fume-21, as-20) nmod:as(known-19, fume-21)  ",fly,10,"compound(ash135-11, fly-10) ",", the metals condense onto fly ash135 or join together to",NN,[],,,,,[],[],[],[],[],[],['ash135'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
The distribution of metals in relation to the size of the fly ash particle varies by the type of metal .,The/DT distribution/NN of/IN metals/NNS in/IN relation/NN to/TO the/DT size/NN of/IN the/DT fly/NN ash/NN particle/NN varies/VBZ by/IN the/DT type/NN of/IN metal/NN ./.," det(distribution-2, The-1) nsubj(varies-15, distribution-2) case(metals-4, of-3) nmod:of(distribution-2, metals-4) case(relation-6, in-5) nmod:in(metals-4, relation-6) case(size-9, to-7) det(size-9, the-8) nmod:to(relation-6, size-9) case(particle-14, of-10) det(particle-14, the-11) compound(particle-14, fly-12) compound(particle-14, ash-13) nmod:of(size-9, particle-14) root(ROOT-0, varies-15) case(type-18, by-16) det(type-18, the-17) nmod:by(varies-15, type-18) case(metal-20, of-19) nmod:of(type-18, metal-20)  ",fly,12,"compound(particle-14, fly-12) ",to the size of the fly ash particle varies by the,NN,[],,,,,[],[],[],[],[],[],['particle'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"In addition , dioxins can be formed after combustion , when fly ash particles act to convert undestroyed precursors into dioxins/furans.","In/IN addition/NN ,/, dioxins/NNS can/MD be/VB formed/VBN after/IN combustion/NN ,/, when/WRB fly/NN ash/NN particles/NNS act/VBP to/TO convert/VB undestroyed/JJ precursors/NNS into/IN dioxins/furans/NNS ./."," case(addition-2, In-1) nmod:in(formed-7, addition-2) nsubjpass(formed-7, dioxins-4) aux(formed-7, can-5) auxpass(formed-7, be-6) root(ROOT-0, formed-7) case(combustion-9, after-8) nmod:after(formed-7, combustion-9) advmod(act-15, when-11) compound(particles-14, fly-12) compound(particles-14, ash-13) nsubj(act-15, particles-14) nsubj(convert-17, particles-14) acl:relcl(combustion-9, act-15) mark(convert-17, to-16) xcomp(act-15, convert-17) amod(precursors-19, undestroyed-18) dobj(convert-17, precursors-19) case(dioxins/furans-21, into-20) nmod:into(convert-17, dioxins/furans-21)  ",fly,12,"compound(particles-14, fly-12) ","formed after combustion , when fly ash particles act to convert",NN,[],act,VBP,subject,[],[],[],[],[],[],[],['particles'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"147 <p> Because dioxins and furans condense onto fly ash , they are removed by air pollution controls that remove particulate matter .","147/CD <p>/NN Because/IN dioxins/NNS and/CC furans/NNS condense/VBP onto/IN fly/NN ash/NNS ,/, they/PRP are/VBP removed/VBN by/IN air/NN pollution/NN controls/NNS that/WDT remove/VB particulate/JJ matter/NN ./."," nummod(<p>-2, 147-1) dep(condense-7, <p>-2) mark(condense-7, Because-3) nsubj(condense-7, dioxins-4) cc(dioxins-4, and-5) conj:and(dioxins-4, furans-6) nsubj(condense-7, furans-6) advcl(removed-14, condense-7) case(ash-10, onto-8) compound(ash-10, fly-9) nmod:onto(condense-7, ash-10) nsubjpass(removed-14, they-12) auxpass(removed-14, are-13) root(ROOT-0, removed-14) case(controls-18, by-15) compound(controls-18, air-16) compound(controls-18, pollution-17) nmod:by(removed-14, controls-18) nsubj(remove-20, controls-18) ref(controls-18, that-19) acl:relcl(controls-18, remove-20) amod(matter-22, particulate-21) dobj(remove-20, matter-22)  ",fly,9,"compound(ash-10, fly-9) ","dioxins and furans condense onto fly ash , they are removed",NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
Some reported data gathered from MSW incinerators indicates that fly ash failed EPA 's EP toxicity test every time because of high lead and cadmium levels .,Some/DT reported/VBD data/NNS gathered/VBN from/IN MSW/NNP incinerators/NNS indicates/VBZ that/IN fly/NN ash/NNS failed/VBD EPA/NNP 's/POS EP/NNP toxicity/NN test/VBP every/DT time/NN because/RB of/IN high/JJ lead/NN and/CC cadmium/NN levels/NNS ./.," nsubj(reported-2, Some-1) root(ROOT-0, reported-2) nsubj(indicates-8, data-3) acl(data-3, gathered-4) case(incinerators-7, from-5) compound(incinerators-7, MSW-6) nmod:from(gathered-4, incinerators-7) ccomp(reported-2, indicates-8) mark(failed-12, that-9) compound(ash-11, fly-10) nsubj(failed-12, ash-11) ccomp(indicates-8, failed-12) nmod:poss(toxicity-16, EPA-13) case(EPA-13, 's-14) compound(toxicity-16, EP-15) nsubj(test-17, toxicity-16) ccomp(failed-12, test-17) det(time-19, every-18) dobj(test-17, time-19) case(lead-23, because-20) mwe(because-20, of-21) amod(lead-23, high-22) nmod:because_of(time-19, lead-23) cc(lead-23, and-24) compound(levels-26, cadmium-25) nmod:because_of(time-19, levels-26) conj:and(lead-23, levels-26)  ",fly,10,"compound(ash-11, fly-10) ",from MSW incinerators indicates that fly ash failed EPA 's EP,NN,[],failed,VBD,subject,[],[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Also bottom ash , both alone and combined with fly ash , failed the EP toxicity test twenty-five to fifty percent of the time.","Also/RB bottom/JJ ash/NNS ,/, both/DT alone/RB and/CC combined/VBN with/IN fly/NN ash/NNS ,/, failed/VBD the/DT EP/NNP toxicity/NN test/NN twenty-five/NN to/TO fifty/JJ percent/NN of/IN the/DT time/NN ./."," advmod(failed-13, Also-1) amod(ash-3, bottom-2) nsubj(failed-13, ash-3) ccomp(failed-13, both-5) dep(both-5, alone-6) cc(both-5, and-7) case(ash-11, combined-8) case(ash-11, with-9) compound(ash-11, fly-10) conj:and(both-5, ash-11) ccomp(failed-13, ash-11) root(ROOT-0, failed-13) det(twenty-five-18, the-14) compound(twenty-five-18, EP-15) compound(twenty-five-18, toxicity-16) compound(twenty-five-18, test-17) dobj(failed-13, twenty-five-18) case(percent-21, to-19) amod(percent-21, fifty-20) nmod:to(failed-13, percent-21) case(time-24, of-22) det(time-24, the-23) nmod:of(percent-21, time-24)  ",fly,10,"compound(ash-11, fly-10) ","both alone and combined with fly ash , failed the EP",NN,[],failed,VBD,object,[],[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
415 Researchers have postulated that PCDDs and PCDFs are created on the reactive surface of fly ash ( i.e.,415/JJ Researchers/NNS have/VBP postulated/VBN that/IN PCDDs/NNPS and/CC PCDFs/NNPS are/VBP created/VBN on/IN the/DT reactive/JJ surface/NN of/IN fly/NN ash/NNP -LRB-/-LRB- i.e./NNP," amod(Researchers-2, 415-1) nsubj(postulated-4, Researchers-2) aux(postulated-4, have-3) root(ROOT-0, postulated-4) mark(created-10, that-5) nsubjpass(created-10, PCDDs-6) cc(PCDDs-6, and-7) conj:and(PCDDs-6, PCDFs-8) nsubjpass(created-10, PCDFs-8) auxpass(created-10, are-9) ccomp(postulated-4, created-10) case(surface-14, on-11) det(surface-14, the-12) amod(surface-14, reactive-13) nmod:on(created-10, surface-14) case(fly-16, of-15) nmod:of(surface-14, fly-16) compound(i.e.-19, ash-17) dep(fly-16, i.e.-19)  ",fly,16,"case(fly-16, of-15) dep(fly-16, i.e.-19) nmod:of(surface-14, fly-16) ",on the reactive surface of fly ash ( i.e.,NN,[],,,,,"[('of', 'surface')]",['of'],['surface'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"417 Further , it appears that the formation of PCDDs and PCDFs on the surfaces of fly ash during MSW incineration occurs in a temperature window.","417/VBG Further/RB ,/, it/PRP appears/VBZ that/IN the/DT formation/NN of/IN PCDDs/NNPS and/CC PCDFs/NNPS on/IN the/DT surfaces/NNS of/IN fly/NN ash/JJ during/IN MSW/NNP incineration/NNP occurs/VBZ in/IN a/DT temperature/NN window/NN ./."," advcl(appears-5, 417-1) advmod(417-1, Further-2) nsubj(appears-5, it-4) root(ROOT-0, appears-5) mark(occurs-22, that-6) det(formation-8, the-7) nsubj(occurs-22, formation-8) case(PCDDs-10, of-9) nmod:of(formation-8, PCDDs-10) cc(PCDDs-10, and-11) nmod:of(formation-8, PCDFs-12) conj:and(PCDDs-10, PCDFs-12) case(surfaces-15, on-13) det(surfaces-15, the-14) nmod:on(PCDDs-10, surfaces-15) case(fly-17, of-16) nmod:of(surfaces-15, fly-17) amod(fly-17, ash-18) case(incineration-21, during-19) compound(incineration-21, MSW-20) nmod:during(ash-18, incineration-21) ccomp(appears-5, occurs-22) case(window-26, in-23) det(window-26, a-24) compound(window-26, temperature-25) nmod:in(occurs-22, window-26)  ",fly,17,"case(fly-17, of-16) amod(fly-17, ash-18) nmod:of(surfaces-15, fly-17) ",PCDFs on the surfaces of fly ash during MSW incineration occurs,NN,[],,,,,"[('of', 'surfaces')]",['of'],['surfaces'],[],[],[],[],['ash'],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
Organic chemicals such as dioxins and PCBs tend to be concentrated in fly ash .,Organic/NNP chemicals/NNS such/JJ as/IN dioxins/NNS and/CC PCBs/NNS tend/VBP to/TO be/VB concentrated/VBN in/IN fly/NN ash/NNS ./.," compound(chemicals-2, Organic-1) nsubj(tend-8, chemicals-2) nsubjpass(concentrated-11, chemicals-2) case(dioxins-5, such-3) mwe(such-3, as-4) nmod:such_as(chemicals-2, dioxins-5) cc(dioxins-5, and-6) nmod:such_as(chemicals-2, PCBs-7) conj:and(dioxins-5, PCBs-7) root(ROOT-0, tend-8) mark(concentrated-11, to-9) auxpass(concentrated-11, be-10) xcomp(tend-8, concentrated-11) case(ash-14, in-12) compound(ash-14, fly-13) nmod:in(concentrated-11, ash-14)  ",fly,13,"compound(ash-14, fly-13) ",tend to be concentrated in fly ash .,NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Once the heat in the combustion gas was extracted for energy purposes , and the gases were further cooled to within the "" window "" of temperatures that promote dioxin formation on fly ash surfaces , then the total array of PCDDs and PCDFs could be detected .","Once/IN the/DT heat/NN in/IN the/DT combustion/NN gas/NN was/VBD extracted/VBN for/IN energy/NN purposes/NNS ,/, and/CC the/DT gases/NNS were/VBD further/RBR cooled/VBN to/TO within/IN the/JJ ''/'' window/NN ''/'' of/IN temperatures/NNS that/WDT promote/VB dioxin/NN formation/NN on/IN fly/NN ash/NN surfaces/NNS ,/, then/RB the/DT total/JJ array/NN of/IN PCDDs/NNPS and/CC PCDFs/NNPS could/MD be/VB detected/VBN ./."," mark(extracted-9, Once-1) det(heat-3, the-2) nsubjpass(extracted-9, heat-3) case(gas-7, in-4) det(gas-7, the-5) compound(gas-7, combustion-6) nmod:in(heat-3, gas-7) auxpass(extracted-9, was-8) advcl(detected-47, extracted-9) case(purposes-12, for-10) compound(purposes-12, energy-11) nmod:for(extracted-9, purposes-12) cc(extracted-9, and-14) det(gases-16, the-15) nsubjpass(cooled-19, gases-16) auxpass(cooled-19, were-17) advmod(cooled-19, further-18) conj:and(extracted-9, cooled-19) advcl(detected-47, cooled-19) case(window-24, to-20) advmod(window-24, within-21) amod(window-24, the-22) nmod:to(cooled-19, window-24) case(temperatures-27, of-26) nmod:of(window-24, temperatures-27) nsubj(promote-29, temperatures-27) ref(temperatures-27, that-28) acl:relcl(temperatures-27, promote-29) compound(formation-31, dioxin-30) dobj(promote-29, formation-31) case(surfaces-35, on-32) compound(surfaces-35, fly-33) compound(surfaces-35, ash-34) nmod:on(promote-29, surfaces-35) advmod(array-40, then-37) det(array-40, the-38) amod(array-40, total-39) nsubjpass(detected-47, array-40) case(PCDDs-42, of-41) nmod:of(array-40, PCDDs-42) cc(PCDDs-42, and-43) nmod:of(array-40, PCDFs-44) conj:and(PCDDs-42, PCDFs-44) aux(detected-47, could-45) auxpass(detected-47, be-46) root(ROOT-0, detected-47)  ",fly,33,"compound(surfaces-35, fly-33) ","that promote dioxin formation on fly ash surfaces , then the",NN,[],,,,,[],[],[],[],[],[],['surfaces'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
The dioxin-like compounds are primarily associated with the fly ash ; negligible amounts of PCDDs/PCDFs have been detected on bottom ash from the combustion grate because these chemicals are synthesized outside the furnace region .,The/DT dioxin-like/JJ compounds/NNS are/VBP primarily/RB associated/VBN with/IN the/DT fly/NN ash/NN ;/: negligible/JJ amounts/NNS of/IN PCDDs/PCDFs/NNP have/VBP been/VBN detected/VBN on/IN bottom/JJ ash/NNS from/IN the/DT combustion/NN grate/NN because/IN these/DT chemicals/NNS are/VBP synthesized/VBN outside/IN the/DT furnace/NN region/NN ./.," det(compounds-3, The-1) amod(compounds-3, dioxin-like-2) nsubjpass(associated-6, compounds-3) auxpass(associated-6, are-4) advmod(associated-6, primarily-5) root(ROOT-0, associated-6) case(ash-10, with-7) det(ash-10, the-8) compound(ash-10, fly-9) nmod:with(associated-6, ash-10) amod(amounts-13, negligible-12) nsubjpass(detected-18, amounts-13) case(PCDDs/PCDFs-15, of-14) nmod:of(amounts-13, PCDDs/PCDFs-15) aux(detected-18, have-16) auxpass(detected-18, been-17) parataxis(associated-6, detected-18) case(ash-21, on-19) amod(ash-21, bottom-20) nmod:on(detected-18, ash-21) case(grate-25, from-22) det(grate-25, the-23) compound(grate-25, combustion-24) nmod:from(detected-18, grate-25) mark(synthesized-30, because-26) det(chemicals-28, these-27) nsubjpass(synthesized-30, chemicals-28) auxpass(synthesized-30, are-29) advcl(detected-18, synthesized-30) case(region-34, outside-31) det(region-34, the-32) compound(region-34, furnace-33) nmod:outside(synthesized-30, region-34)  ",fly,9,"compound(ash-10, fly-9) ",are primarily associated with the fly ash ; negligible amounts of,NN,[],,,,,[],[],[],[],[],[],['ash'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"If a child points to "" butterfly "" correctly we do not know whether he or she can differentiate that creature from a "" fly , "" a "" bug , "" or another insect .","If/IN a/DT child/NN points/VBZ to/TO ''/'' butterfly/VB ''/'' correctly/RB we/PRP do/VBP not/RB know/VB whether/IN he/PRP or/CC she/PRP can/MD differentiate/VB that/DT creature/NN from/IN a/NNP ''/'' fly/NN ,/, ''/'' a/DT ''/'' bug/NN ,/, ''/'' or/CC another/DT insect/NN ./."," mark(points-4, If-1) det(child-3, a-2) nsubj(points-4, child-3) nsubj(butterfly-7, child-3) advcl(know-13, points-4) mark(butterfly-7, to-5) xcomp(points-4, butterfly-7) advmod(points-4, correctly-9) nsubj(know-13, we-10) aux(know-13, do-11) neg(know-13, not-12) root(ROOT-0, know-13) mark(differentiate-19, whether-14) nsubj(differentiate-19, he-15) cc(he-15, or-16) conj:or(he-15, she-17) nsubj(differentiate-19, she-17) aux(differentiate-19, can-18) ccomp(know-13, differentiate-19) det(creature-21, that-20) dobj(differentiate-19, creature-21) case(a-23, from-22) nmod:from(differentiate-19, a-23) dobj(differentiate-19, fly-25) advmod(differentiate-19, a-28) dobj(differentiate-19, bug-30) cc(bug-30, or-33) det(insect-35, another-34) dobj(differentiate-19, insect-35) conj:or(bug-30, insect-35)  ",fly,25,"dobj(differentiate-19, fly-25) ","that creature from a "" fly , "" a "" bug",NN,[],differentiate,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
