sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
We sent a few sheep ahead to be slaughtered for the communal meal .,We/PRP sent/VBD a/DT few/JJ sheep/NN ahead/RB to/TO be/VB slaughtered/VBN for/IN the/DT communal/JJ meal/NN ./.,"nsubj(sent-2, We-1) root(ROOT-0, sent-2) det(sheep-5, a-3) amod(sheep-5, few-4) dobj(sent-2, sheep-5) advmod(sent-2, ahead-6) mark(slaughtered-9, to-7) auxpass(slaughtered-9, be-8) advcl(sent-2, slaughtered-9) case(meal-13, for-10) det(meal-13, the-11) amod(meal-13, communal-12) nmod:for(slaughtered-9, meal-13)  ",sheep,5,"det(sheep-5, a-3) amod(sheep-5, few-4) dobj(sent-2, sheep-5) ",We sent a few sheep ahead to be slaughtered for,NN,[],sent,VBD,object,[],[],[],[],[],['a'],[],[],['few'],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"A tent was pitched in front of the house of the victim 's senior brother , and about fifteen sheep , provided by our kinsmen in the village , were slaughtered for the shaikhs .","A/DT tent/NN was/VBD pitched/VBN in/IN front/NN of/IN the/DT house/NN of/IN the/DT victim/NN 's/POS senior/JJ brother/NN ,/, and/CC about/RB fifteen/CD sheep/NN ,/, provided/VBN by/IN our/PRP$ kinsmen/NN in/IN the/DT village/NN ,/, were/VBD slaughtered/VBN for/IN the/DT shaikhs/NNS ./.","det(tent-2, A-1) nsubjpass(pitched-4, tent-2) auxpass(pitched-4, was-3) root(ROOT-0, pitched-4) case(house-9, in-5) mwe(in-5, front-6) mwe(in-5, of-7) det(house-9, the-8) nmod:in_front_of(pitched-4, house-9) case(brother-15, of-10) det(victim-12, the-11) nmod:poss(brother-15, victim-12) case(victim-12, 's-13) amod(brother-15, senior-14) nmod:of(house-9, brother-15) cc(pitched-4, and-17) advmod(sheep-20, about-18) nummod(sheep-20, fifteen-19) nsubjpass(slaughtered-31, sheep-20) acl(sheep-20, provided-22) case(kinsmen-25, by-23) nmod:poss(kinsmen-25, our-24) nmod:by(provided-22, kinsmen-25) case(village-28, in-26) det(village-28, the-27) nmod:in(kinsmen-25, village-28) auxpass(slaughtered-31, were-30) conj:and(pitched-4, slaughtered-31) case(shaikhs-34, for-32) det(shaikhs-34, the-33) nmod:for(slaughtered-31, shaikhs-34)  ",sheep,20,"advmod(sheep-20, about-18) nummod(sheep-20, fifteen-19) acl(sheep-20, provided-22) nsubjpass(slaughtered-31, sheep-20) ","brother , and about fifteen sheep , provided by our kinsmen",NN,[],slaughtered,VBN,subject,[],[],[],[],[],[],[],[],[],[],[],['fifteen'],[],['about'],[],[],[],fifteen,other,singular,ambiguous,O-DEN,countable,unknown
"For example , the stars we know as Alpha and Beta Ophiuchi were regarded by the Arabs as a shepherd and his dog while neighboring stars made up the outlines of a field with sheep .","For/IN example/NN ,/, the/DT stars/NNS we/PRP know/VBP as/IN Alpha/NNP and/CC Beta/NNP Ophiuchi/NNP were/VBD regarded/VBN by/IN the/DT Arabs/NNPS as/IN a/DT shepherd/NN and/CC his/PRP$ dog/NN while/IN neighboring/VBG stars/NNS made/VBD up/RP the/DT outlines/NN of/IN a/DT field/NN with/IN sheep/NN ./.","case(example-2, For-1) nmod:for(regarded-14, example-2) det(stars-5, the-4) nsubjpass(regarded-14, stars-5) nsubj(know-7, we-6) acl:relcl(stars-5, know-7) case(Ophiuchi-12, as-8) compound(Ophiuchi-12, Alpha-9) cc(Alpha-9, and-10) conj:and(Alpha-9, Beta-11) compound(Ophiuchi-12, Beta-11) nmod:as(know-7, Ophiuchi-12) auxpass(regarded-14, were-13) root(ROOT-0, regarded-14) case(Arabs-17, by-15) det(Arabs-17, the-16) nmod:by(regarded-14, Arabs-17) case(shepherd-20, as-18) det(shepherd-20, a-19) nmod:as(regarded-14, shepherd-20) cc(shepherd-20, and-21) nmod:poss(dog-23, his-22) nmod:as(regarded-14, dog-23) conj:and(shepherd-20, dog-23) mark(made-27, while-24) amod(stars-26, neighboring-25) nsubj(made-27, stars-26) advcl(regarded-14, made-27) compound:prt(made-27, up-28) det(outlines-30, the-29) dobj(made-27, outlines-30) case(field-33, of-31) det(field-33, a-32) nmod:of(outlines-30, field-33) case(sheep-35, with-34) nmod:with(made-27, sheep-35)  ",sheep,35,"case(sheep-35, with-34) nmod:with(made-27, sheep-35) ",outlines of a field with sheep .,NN,[],,,,,"[('with', 'made')]",['with'],['made'],[],[],[],[],[],[],[],[],['with'],[],[],[],[],,,singular,,,unknown,unknown
"Because sheep , cattle , and goats grazed on the young trees and shrubs that sprang up after clearing , the forests did not regenerate .","Because/IN sheep/NN ,/, cattle/NNS ,/, and/CC goats/NNS grazed/VBD on/IN the/DT young/JJ trees/NNS and/CC shrubs/NNS that/WDT sprang/VBD up/RP after/IN clearing/NN ,/, the/DT forests/NNS did/VBD not/RB regenerate/VB ./.","mark(grazed-8, Because-1) nsubj(grazed-8, sheep-2) conj:and(sheep-2, cattle-4) nsubj(grazed-8, cattle-4) cc(sheep-2, and-6) conj:and(sheep-2, goats-7) nsubj(grazed-8, goats-7) advcl(regenerate-25, grazed-8) case(trees-12, on-9) det(trees-12, the-10) amod(trees-12, young-11) nmod:on(grazed-8, trees-12) nsubj(sprang-16, trees-12) cc(trees-12, and-13) nmod:on(grazed-8, shrubs-14) conj:and(trees-12, shrubs-14) nsubj(sprang-16, shrubs-14) ref(trees-12, that-15) acl:relcl(trees-12, sprang-16) compound:prt(sprang-16, up-17) case(clearing-19, after-18) nmod:after(sprang-16, clearing-19) det(forests-22, the-21) nsubj(regenerate-25, forests-22) aux(regenerate-25, did-23) neg(regenerate-25, not-24) root(ROOT-0, regenerate-25)  ",sheep,2,"conj:and(sheep-2, cattle-4) cc(sheep-2, and-6) conj:and(sheep-2, goats-7) nsubj(grazed-8, sheep-2) ","Because sheep , cattle , and goats",NN,[],grazed,VBD,subject,[],[],[],[],[],[],"[('and', 'cattle'), ('and', 'goats')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"( 2 ) Virtually all of this secondary soil salinity is found in the rain-fed wheat belt of the state of Western Australia , where some 13 million hectares of the indigenous woodland have been cleared , mostly during this century , to establish a mixed agricultural economy of cereal crops and sheep farming .","-LRB-/-LRB- 2/LS -RRB-/-RRB- Virtually/RB all/DT of/IN this/DT secondary/JJ soil/NN salinity/NN is/VBZ found/VBN in/IN the/DT rain-fed/JJ wheat/NN belt/NN of/IN the/DT state/NN of/IN Western/NNP Australia/NNP ,/, where/WRB some/DT 13/CD million/CD hectares/NNS of/IN the/DT indigenous/NNS woodland/VBD have/VBP been/VBN cleared/VBN ,/, mostly/RB during/IN this/DT century/NN ,/, to/TO establish/VB a/DT mixed/VBN agricultural/JJ economy/NN of/IN cereal/NN crops/NNS and/CC sheep/NN farming/NN ./.","dep(cleared-36, 2-2) advmod(all-5, Virtually-4) nsubjpass(cleared-36, all-5) nsubj(establish-44, all-5) case(salinity-10, of-6) det(salinity-10, this-7) amod(salinity-10, secondary-8) compound(salinity-10, soil-9) nmod:of(all-5, salinity-10) auxpass(found-12, is-11) acl:relcl(all-5, found-12) case(belt-17, in-13) det(belt-17, the-14) amod(belt-17, rain-fed-15) compound(belt-17, wheat-16) nmod:in(found-12, belt-17) case(state-20, of-18) det(state-20, the-19) nmod:of(belt-17, state-20) case(Australia-23, of-21) compound(Australia-23, Western-22) nmod:of(state-20, Australia-23) advmod(woodland-33, where-25) advmod(million-28, some-26) compound(million-28, 13-27) nummod(hectares-29, million-28) nsubj(woodland-33, hectares-29) case(indigenous-32, of-30) det(indigenous-32, the-31) nmod:of(hectares-29, indigenous-32) acl:relcl(Australia-23, woodland-33) aux(cleared-36, have-34) auxpass(cleared-36, been-35) root(ROOT-0, cleared-36) advmod(century-41, mostly-38) case(century-41, during-39) det(century-41, this-40) nmod:during(cleared-36, century-41) mark(establish-44, to-43) xcomp(cleared-36, establish-44) det(economy-48, a-45) amod(economy-48, mixed-46) amod(economy-48, agricultural-47) dobj(establish-44, economy-48) case(crops-51, of-49) compound(crops-51, cereal-50) nmod:of(economy-48, crops-51) cc(crops-51, and-52) compound(farming-54, sheep-53) nmod:of(economy-48, farming-54) conj:and(crops-51, farming-54)  ",sheep,53,"compound(farming-54, sheep-53) ",economy of cereal crops and sheep farming .,NN,[],,,,,[],[],[],[],[],[],['farming'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"My blood , burdened with the inheritance of sheep breeders , patriarchs and kings , rebels against the thieving gypsyishness of the writing tribe .","My/PRP$ blood/NN ,/, burdened/VBN with/IN the/DT inheritance/NN of/IN sheep/NN breeders/NNS ,/, patriarchs/NNS and/CC kings/NNS ,/, rebels/NNS against/IN the/DT thieving/VBG gypsyishness/NNS of/IN the/DT writing/NN tribe/NN ./.","nmod:poss(blood-2, My-1) root(ROOT-0, blood-2) acl(blood-2, burdened-4) case(inheritance-7, with-5) det(inheritance-7, the-6) nmod:with(burdened-4, inheritance-7) case(breeders-10, of-8) compound(breeders-10, sheep-9) nmod:of(inheritance-7, breeders-10) nmod:of(inheritance-7, patriarchs-12) conj:and(breeders-10, patriarchs-12) cc(breeders-10, and-13) nmod:of(inheritance-7, kings-14) conj:and(breeders-10, kings-14) appos(breeders-10, rebels-16) case(gypsyishness-20, against-17) det(gypsyishness-20, the-18) amod(gypsyishness-20, thieving-19) nmod:against(rebels-16, gypsyishness-20) case(tribe-24, of-21) det(tribe-24, the-22) compound(tribe-24, writing-23) nmod:of(gypsyishness-20, tribe-24)  ",sheep,9,"compound(breeders-10, sheep-9) ","burdened with the inheritance of sheep breeders , patriarchs and kings",NN,[],,,,,[],[],[],[],[],[],['breeders'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
The blood of a brute sheep accorded salvation ; shall not the blood of the Only-begotten much more save us ( 13.3 ) ?,The/DT blood/NN of/IN a/DT brute/JJ sheep/NN accorded/VBN salvation/NN ;/: shall/MD not/RB the/DT blood/NN of/IN the/DT Only-begotten/NN much/RB more/RBR save/VB us/PRP -LRB-/-LRB- 13.3/NNP -RRB-/-RRB- ?/.,"det(blood-2, The-1) nsubj(save-19, blood-2) case(sheep-6, of-3) det(sheep-6, a-4) amod(sheep-6, brute-5) nmod:of(blood-2, sheep-6) acl(sheep-6, accorded-7) dobj(accorded-7, salvation-8) aux(save-19, shall-10) dep(blood-13, not-11) det(blood-13, the-12) dep(save-19, blood-13) case(Only-begotten-16, of-14) det(Only-begotten-16, the-15) nmod:of(blood-13, Only-begotten-16) advmod(more-18, much-17) advmod(save-19, more-18) root(ROOT-0, save-19) dobj(save-19, us-20) dep(save-19, 13.3-22)  ",sheep,6,"case(sheep-6, of-3) det(sheep-6, a-4) amod(sheep-6, brute-5) acl(sheep-6, accorded-7) nmod:of(blood-2, sheep-6) ",The blood of a brute sheep accorded salvation ; shall not,NN,[],,,,,"[('of', 'blood')]",['of'],['blood'],[],['a'],[],[],['brute'],[],[],[],['of'],[],[],[],[],a,unit,singular,,A+N,countable,unknown
"Large game animals still roam free in the Northwest Territories , among them moose , mountain sheep , muskox , wolves , caribou , and grizzly and polar bears .","Large/JJ game/NN animals/NNS still/RB roam/VBP free/JJ in/IN the/DT Northwest/NNP Territories/NNPS ,/, among/IN them/PRP moose/NN ,/, mountain/NN sheep/NN ,/, muskox/NN ,/, wolves/NNS ,/, caribou/NN ,/, and/CC grizzly/JJ and/CC polar/JJ bears/NNS ./.","amod(animals-3, Large-1) compound(animals-3, game-2) nsubj(roam-5, animals-3) advmod(roam-5, still-4) root(ROOT-0, roam-5) xcomp(roam-5, free-6) case(Territories-10, in-7) det(Territories-10, the-8) compound(Territories-10, Northwest-9) nmod:in(free-6, Territories-10) case(moose-14, among-12) dep(moose-14, them-13) nmod:among(roam-5, moose-14) compound(sheep-17, mountain-16) nmod:among(roam-5, sheep-17) conj:and(moose-14, sheep-17) nmod:among(roam-5, muskox-19) conj:and(moose-14, muskox-19) nmod:among(roam-5, wolves-21) conj:and(moose-14, wolves-21) nmod:among(roam-5, caribou-23) conj:and(moose-14, caribou-23) cc(moose-14, and-25) amod(bears-29, grizzly-26) cc(grizzly-26, and-27) conj:and(grizzly-26, polar-28) amod(bears-29, polar-28) nmod:among(roam-5, bears-29) conj:and(moose-14, bears-29)  ",sheep,17,"compound(sheep-17, mountain-16) nmod:among(roam-5, sheep-17) conj:and(moose-14, sheep-17) ","among them moose , mountain sheep , muskox , wolves ,",NN,[],,,,,"[('among', 'roam')]",['among'],['roam'],[],[],"[('and', 'moose')]",['mountain'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
Persistently depressed sale prices for meat have more than halved the net income of sheep farmers and beef farmers since 1984 .,Persistently/RB depressed/JJ sale/NN prices/NNS for/IN meat/NN have/VBP more/RBR than/IN halved/VBN the/DT net/JJ income/NN of/IN sheep/NN farmers/NNS and/CC beef/NN farmers/NNS since/IN 1984/CD ./.,"advmod(depressed-2, Persistently-1) amod(prices-4, depressed-2) compound(prices-4, sale-3) nsubj(halved-10, prices-4) case(meat-6, for-5) nmod:for(prices-4, meat-6) aux(halved-10, have-7) advmod(halved-10, more-8) case(more-8, than-9) root(ROOT-0, halved-10) det(income-13, the-11) amod(income-13, net-12) dobj(halved-10, income-13) case(farmers-16, of-14) compound(farmers-16, sheep-15) nmod:of(income-13, farmers-16) cc(farmers-16, and-17) compound(farmers-19, beef-18) nmod:of(income-13, farmers-19) conj:and(farmers-16, farmers-19) case(1984-21, since-20) nmod:since(halved-10, 1984-21)  ",sheep,15,"compound(farmers-16, sheep-15) ",halved the net income of sheep farmers and beef farmers since,NN,[],,,,,[],[],[],[],[],[],['farmers'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Trade evidence is circumstantial , because no port records exist , but it is likely that cattle , sheep , leather , and cereals from the Vale of Glamorgan were exported to the West Country .","Trade/NNP evidence/NN is/VBZ circumstantial/JJ ,/, because/IN no/DT port/NN records/NNS exist/VBP ,/, but/CC it/PRP is/VBZ likely/JJ that/IN cattle/NNS ,/, sheep/NN ,/, leather/NN ,/, and/CC cereals/NNS from/IN the/DT Vale/NN of/IN Glamorgan/NNP were/VBD exported/VBN to/TO the/DT West/NNP Country/NNP ./.","compound(evidence-2, Trade-1) nsubj(circumstantial-4, evidence-2) cop(circumstantial-4, is-3) root(ROOT-0, circumstantial-4) mark(exist-10, because-6) neg(records-9, no-7) compound(records-9, port-8) nsubj(exist-10, records-9) advcl(circumstantial-4, exist-10) cc(circumstantial-4, but-12) nsubj(likely-15, it-13) cop(likely-15, is-14) conj:but(circumstantial-4, likely-15) mark(exported-31, that-16) nsubjpass(exported-31, cattle-17) conj:and(cattle-17, sheep-19) nsubjpass(exported-31, sheep-19) conj:and(cattle-17, leather-21) nsubjpass(exported-31, leather-21) cc(cattle-17, and-23) conj:and(cattle-17, cereals-24) nsubjpass(exported-31, cereals-24) case(Vale-27, from-25) det(Vale-27, the-26) nmod:from(cereals-24, Vale-27) case(Glamorgan-29, of-28) nmod:of(Vale-27, Glamorgan-29) auxpass(exported-31, were-30) ccomp(likely-15, exported-31) case(Country-35, to-32) det(Country-35, the-33) compound(Country-35, West-34) nmod:to(exported-31, Country-35)  ",sheep,19,"conj:and(cattle-17, sheep-19) nsubjpass(exported-31, sheep-19) ","is likely that cattle , sheep , leather , and cereals",NN,[],exported,VBN,subject,[],[],[],[],[],[],"[('and', 'cattle')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Among the plants were sheep sorrel , couch grass , chickweed , Saint-John's-wort , yarrow , purslane , tansy , mullein , shepherd 's purse , plantain , dandelion , mallow , and sow thistle .","Among/IN the/DT plants/NNS were/VBD sheep/NN sorrel/NN ,/, couch/NN grass/NN ,/, chickweed/VBN ,/, Saint-John/NNP 's/POS -/: wort/NN ,/, yarrow/NN ,/, purslane/NN ,/, tansy/NN ,/, mullein/NN ,/, shepherd/NN 's/POS purse/NN ,/, plantain/NN ,/, dandelion/NN ,/, mallow/VBD ,/, and/CC sow/VBP thistle/JJ ./.","case(plants-3, Among-1) det(plants-3, the-2) nmod:among(mallow-34, plants-3) cop(sorrel-6, were-4) compound(sorrel-6, sheep-5) acl:relcl(plants-3, sorrel-6) compound(grass-9, couch-8) appos(sorrel-6, grass-9) acl(sorrel-6, chickweed-11) appos(sorrel-6, Saint-John-13) case(Saint-John-13, 's-14) compound(mullein-24, wort-16) dep(mullein-24, yarrow-18) dep(mullein-24, purslane-20) dep(mullein-24, tansy-22) dep(plants-3, mullein-24) nmod:poss(purse-28, shepherd-26) case(shepherd-26, 's-27) dep(mullein-24, purse-28) nsubj(mallow-34, plantain-30) nsubj(sow-37, plantain-30) appos(plantain-30, dandelion-32) root(ROOT-0, mallow-34) cc(mallow-34, and-36) conj:and(mallow-34, sow-37) xcomp(sow-37, thistle-38)  ",sheep,5,"compound(sorrel-6, sheep-5) ","Among the plants were sheep sorrel , couch grass ,",NN,[],,,,,[],[],[],[],[],[],['sorrel'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"Livestock probably included camels , sheep , goats , and horses , although the evidence is not definitive .","Livestock/NNP probably/RB included/VBD camels/NNS ,/, sheep/NN ,/, goats/NNS ,/, and/CC horses/NNS ,/, although/IN the/DT evidence/NN is/VBZ not/RB definitive/JJ ./.","nsubj(included-3, Livestock-1) advmod(included-3, probably-2) root(ROOT-0, included-3) dobj(included-3, camels-4) dobj(included-3, sheep-6) conj:and(camels-4, sheep-6) dobj(included-3, goats-8) conj:and(camels-4, goats-8) cc(camels-4, and-10) dobj(included-3, horses-11) conj:and(camels-4, horses-11) mark(definitive-18, although-13) det(evidence-15, the-14) nsubj(definitive-18, evidence-15) cop(definitive-18, is-16) neg(definitive-18, not-17) advcl(included-3, definitive-18)  ",sheep,6,"dobj(included-3, sheep-6) conj:and(camels-4, sheep-6) ","Livestock probably included camels , sheep , goats , and horses",NN,[],included,VBD,object,[],[],[],[],[],[],"[('and', 'camels')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"Finally , there is strong evidence that horses , sheep , and camels were raised in Roman Africa ( Haywood 1938 ; Brogan 1954 ) .","Finally/RB ,/, there/EX is/VBZ strong/JJ evidence/NN that/IN horses/NNS ,/, sheep/NN ,/, and/CC camels/NNS were/VBD raised/VBN in/IN Roman/NNP Africa/NNP -LRB-/-LRB- Haywood/NNP 1938/CD ;/: Brogan/NNP 1954/CD -RRB-/-RRB- ./.","advmod(is-4, Finally-1) expl(is-4, there-3) root(ROOT-0, is-4) amod(evidence-6, strong-5) nsubj(is-4, evidence-6) mark(raised-15, that-7) nsubjpass(raised-15, horses-8) conj:and(horses-8, sheep-10) nsubjpass(raised-15, sheep-10) cc(horses-8, and-12) conj:and(horses-8, camels-13) nsubjpass(raised-15, camels-13) auxpass(raised-15, were-14) ccomp(is-4, raised-15) case(Africa-18, in-16) compound(Africa-18, Roman-17) nmod:in(raised-15, Africa-18) dep(Africa-18, Haywood-20) nummod(Haywood-20, 1938-21) dep(Haywood-20, Brogan-23) nummod(Brogan-23, 1954-24)  ",sheep,10,"conj:and(horses-8, sheep-10) nsubjpass(raised-15, sheep-10) ","strong evidence that horses , sheep , and camels were raised",NN,[],raised,VBN,subject,[],[],[],[],[],[],"[('and', 'horses')]",[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> A Roman-Mediterranean agrosystem , consisting of cultivation of wheat , barley , vines , and olive trees as well as sheep raising , has been identified for the Roman and early Muslim periods in Spain ( Butzer and others 1985 ) .","<p>/RB A/DT Roman-Mediterranean/JJ agrosystem/NN ,/, consisting/VBG of/IN cultivation/NN of/IN wheat/NN ,/, barley/NN ,/, vines/NNS ,/, and/CC olive/NN trees/NNS as/RB well/RB as/IN sheep/NN raising/VBG ,/, has/VBZ been/VBN identified/VBN for/IN the/DT Roman/NNP and/CC early/JJ Muslim/JJ periods/NNS in/IN Spain/NNP -LRB-/-LRB- Butzer/NNP and/CC others/NNS 1985/CD -RRB-/-RRB- ./.","advmod(identified-27, <p>-1) det(agrosystem-4, A-2) amod(agrosystem-4, Roman-Mediterranean-3) nsubjpass(identified-27, agrosystem-4) acl(agrosystem-4, consisting-6) case(cultivation-8, of-7) nmod:of(consisting-6, cultivation-8) case(vines-14, of-9) compound(vines-14, wheat-10) dep(vines-14, barley-12) nmod:of(cultivation-8, vines-14) cc(vines-14, and-16) compound(trees-18, olive-17) nmod:of(cultivation-8, trees-18) conj:and(vines-14, trees-18) cc(cultivation-8, as-19) mwe(as-19, well-20) mwe(as-19, as-21) nmod:of(consisting-6, sheep-22) conj:and(cultivation-8, sheep-22) acl(sheep-22, raising-23) aux(identified-27, has-25) auxpass(identified-27, been-26) root(ROOT-0, identified-27) case(Roman-30, for-28) det(Roman-30, the-29) nmod:for(identified-27, Roman-30) cc(Roman-30, and-31) amod(periods-34, early-32) amod(periods-34, Muslim-33) nmod:for(identified-27, periods-34) conj:and(Roman-30, periods-34) case(Spain-36, in-35) nmod:in(identified-27, Spain-36) dep(Spain-36, Butzer-38) cc(Butzer-38, and-39) dep(Spain-36, others-40) conj:and(Butzer-38, others-40) nummod(others-40, 1985-41)  ",sheep,22,"acl(sheep-22, raising-23) nmod:of(consisting-6, sheep-22) conj:and(cultivation-8, sheep-22) ","olive trees as well as sheep raising , has been identified",NN,[],,,,,"[('of', 'consisting')]",['of'],['consisting'],[],[],"[('and', 'cultivation')]",[],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"It is seen by many Highlanders that just as land , which had never been considered property to be bought and sold as a commodity before 1700 , was appropriated by 18th century landlords for large-scale sheep farming , so the sea bed , not heretofore considered to be a commodity , is being claimed for large-scale fish farming .","It/PRP is/VBZ seen/VBN by/IN many/JJ Highlanders/NNS that/IN just/RB as/RB land/NN ,/, which/WDT had/VBD never/RB been/VBN considered/VBN property/NN to/TO be/VB bought/VBN and/CC sold/VBN as/IN a/DT commodity/NN before/IN 1700/CD ,/, was/VBD appropriated/VBN by/IN 18th/JJ century/NN landlords/NNS for/IN large-scale/JJ sheep/NN farming/NN ,/, so/IN the/DT sea/NN bed/NN ,/, not/RB heretofore/CD considered/VBN to/TO be/VB a/DT commodity/NN ,/, is/VBZ being/VBG claimed/VBN for/IN large-scale/JJ fish/NN farming/NN ./.","nsubjpass(seen-3, It-1) auxpass(seen-3, is-2) root(ROOT-0, seen-3) case(Highlanders-6, by-4) amod(Highlanders-6, many-5) nmod:by(seen-3, Highlanders-6) mark(appropriated-30, that-7) advmod(land-10, just-8) advmod(land-10, as-9) nsubjpass(considered-16, land-10) nsubjpass(appropriated-30, land-10) ref(land-10, which-12) aux(considered-16, had-13) neg(considered-16, never-14) auxpass(considered-16, been-15) acl:relcl(land-10, considered-16) dobj(considered-16, property-17) mark(bought-20, to-18) auxpass(bought-20, be-19) advcl(considered-16, bought-20) cc(bought-20, and-21) advcl(considered-16, sold-22) conj:and(bought-20, sold-22) case(commodity-25, as-23) det(commodity-25, a-24) nmod:as(bought-20, commodity-25) case(1700-27, before-26) nmod:before(commodity-25, 1700-27) auxpass(appropriated-30, was-29) ccomp(seen-3, appropriated-30) case(landlords-34, by-31) amod(landlords-34, 18th-32) compound(landlords-34, century-33) nmod:by(appropriated-30, landlords-34) case(farming-38, for-35) amod(farming-38, large-scale-36) compound(farming-38, sheep-37) nmod:for(landlords-34, farming-38) dep(seen-3, so-40) det(bed-43, the-41) compound(bed-43, sea-42) nsubjpass(claimed-55, bed-43) neg(heretofore-46, not-45) appos(bed-43, heretofore-46) acl(heretofore-46, considered-47) mark(commodity-51, to-48) cop(commodity-51, be-49) det(commodity-51, a-50) xcomp(considered-47, commodity-51) aux(claimed-55, is-53) auxpass(claimed-55, being-54) parataxis(seen-3, claimed-55) case(farming-59, for-56) amod(farming-59, large-scale-57) compound(farming-59, fish-58) nmod:for(claimed-55, farming-59)  ",sheep,37,"compound(farming-38, sheep-37) ","18th century landlords for large-scale sheep farming , so the sea",NN,[],,,,,[],[],[],[],[],[],['farming'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"They claim that tourists never see the real community but are themselves not forthcoming about their lifestyle , peat cutting , raising sheep , fishing , and church life .","They/PRP claim/VBP that/IN tourists/NNS never/RB see/VBP the/DT real/JJ community/NN but/CC are/VBP themselves/PRP not/RB forthcoming/JJ about/IN their/PRP$ lifestyle/NN ,/, peat/JJ cutting/NN ,/, raising/NN sheep/NN ,/, fishing/NN ,/, and/CC church/NN life/NN ./.","nsubj(claim-2, They-1) root(ROOT-0, claim-2) mark(see-6, that-3) nsubj(see-6, tourists-4) nsubj(forthcoming-14, tourists-4) neg(see-6, never-5) ccomp(claim-2, see-6) det(community-9, the-7) amod(community-9, real-8) dobj(see-6, community-9) cc(see-6, but-10) cop(forthcoming-14, are-11) dep(forthcoming-14, themselves-12) neg(forthcoming-14, not-13) ccomp(claim-2, forthcoming-14) conj:but(see-6, forthcoming-14) case(lifestyle-17, about-15) nmod:poss(lifestyle-17, their-16) nmod:about(forthcoming-14, lifestyle-17) amod(cutting-20, peat-19) nmod:about(forthcoming-14, cutting-20) conj:and(lifestyle-17, cutting-20) compound(sheep-23, raising-22) nmod:about(forthcoming-14, sheep-23) conj:and(lifestyle-17, sheep-23) nmod:about(forthcoming-14, fishing-25) conj:and(lifestyle-17, fishing-25) cc(lifestyle-17, and-27) compound(life-29, church-28) nmod:about(forthcoming-14, life-29) conj:and(lifestyle-17, life-29)  ",sheep,23,"compound(sheep-23, raising-22) nmod:about(forthcoming-14, sheep-23) conj:and(lifestyle-17, sheep-23) ",", peat cutting , raising sheep , fishing , and church",NN,[],,,,,"[('about', 'forthcoming')]",['about'],['forthcoming'],[],[],"[('and', 'lifestyle')]",['raising'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
