sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
Students could use the alphanumeric keys to type answers to these questions .,Students/NNS could/MD use/VB the/DT alphanumeric/JJ keys/NNS to/TO type/NN answers/NNS to/TO these/DT questions/NNS ./.,"nsubj(use-3, Students-1) aux(use-3, could-2) root(ROOT-0, use-3) det(keys-6, the-4) amod(keys-6, alphanumeric-5) dobj(use-3, keys-6) case(answers-9, to-7) compound(answers-9, type-8) nmod:to(use-3, answers-9) case(questions-12, to-10) det(questions-12, these-11) nmod:to(use-3, questions-12)  ",keys,6,"det(keys-6, the-4) amod(keys-6, alphanumeric-5) dobj(use-3, keys-6) ",Students could use the alphanumeric keys to type answers to these,NNS,[],use,VB,object,[],[],[],[],[],['the'],[],[],['alphanumeric'],[],[],[],[],[],[],,,plural,ambiguous,,unknown
"<p> To instruct EUREKA to solve this set of equations , the researcher simply presses the ALT key and the S key simultaneously .","<p>/VBN To/TO instruct/VB EUREKA/NNP to/TO solve/VB this/DT set/NN of/IN equations/NNS ,/, the/DT researcher/NN simply/RB presses/VBZ the/DT ALT/NNP key/NN and/CC the/DT S/NNP key/NN simultaneously/RB ./.","advcl(presses-15, <p>-1) mark(instruct-3, To-2) xcomp(<p>-1, instruct-3) dobj(instruct-3, EUREKA-4) nsubj(solve-6, EUREKA-4) mark(solve-6, to-5) xcomp(instruct-3, solve-6) det(set-8, this-7) dobj(solve-6, set-8) case(equations-10, of-9) nmod:of(set-8, equations-10) det(researcher-13, the-12) nsubj(presses-15, researcher-13) advmod(presses-15, simply-14) root(ROOT-0, presses-15) det(key-18, the-16) compound(key-18, ALT-17) dobj(presses-15, key-18) cc(key-18, and-19) det(key-22, the-20) compound(key-22, S-21) dobj(presses-15, key-22) conj:and(key-18, key-22) advmod(presses-15, simultaneously-23)  ",key,18,"det(key-18, the-16) compound(key-18, ALT-17) cc(key-18, and-19) conj:and(key-18, key-22) dobj(presses-15, key-18) ",researcher simply presses the ALT key and the S key simultaneously,NN,[],presses,VBZ,object,[],[],[],[],[],['the'],"[('and', 'key')]",['ALT'],[],[],[],[],[],[],[],,,singular,singular,,unknown
"<p> To instruct EUREKA to solve this set of equations , the researcher simply presses the ALT key and the S key simultaneously .","<p>/VBN To/TO instruct/VB EUREKA/NNP to/TO solve/VB this/DT set/NN of/IN equations/NNS ,/, the/DT researcher/NN simply/RB presses/VBZ the/DT ALT/NNP key/NN and/CC the/DT S/NNP key/NN simultaneously/RB ./.","advcl(presses-15, <p>-1) mark(instruct-3, To-2) xcomp(<p>-1, instruct-3) dobj(instruct-3, EUREKA-4) nsubj(solve-6, EUREKA-4) mark(solve-6, to-5) xcomp(instruct-3, solve-6) det(set-8, this-7) dobj(solve-6, set-8) case(equations-10, of-9) nmod:of(set-8, equations-10) det(researcher-13, the-12) nsubj(presses-15, researcher-13) advmod(presses-15, simply-14) root(ROOT-0, presses-15) det(key-18, the-16) compound(key-18, ALT-17) dobj(presses-15, key-18) cc(key-18, and-19) det(key-22, the-20) compound(key-22, S-21) dobj(presses-15, key-22) conj:and(key-18, key-22) advmod(presses-15, simultaneously-23)  ",key,22,"det(key-22, the-20) compound(key-22, S-21) dobj(presses-15, key-22) conj:and(key-18, key-22) ",ALT key and the S key simultaneously .,NN,[],presses,VBZ,object,[],[],[],[],[],['the'],"[('and', 'key')]",['S'],[],[],[],[],[],[],[],,,singular,singular,,unknown
"<p> I believe it is possible that in this vision of spiritually inspired Earthwarriors -- the new berserkers -- may lie the key to the problem that has thus far blocked any real progress on disarmament , namely , the issue of economic conversion , or how are we going to turn swords into ploughshares .","<p>/RB I/PRP believe/VBP it/PRP is/VBZ possible/JJ that/WDT in/IN this/DT vision/NN of/IN spiritually/RB inspired/JJ Earthwarriors/NNS --/: the/DT new/JJ berserkers/NNS --/: may/MD lie/VB the/DT key/NN to/TO the/DT problem/NN that/WDT has/VBZ thus/RB far/RB blocked/VBN any/DT real/JJ progress/NN on/IN disarmament/NN ,/, namely/RB ,/, the/DT issue/NN of/IN economic/JJ conversion/NN ,/, or/CC how/WRB are/VBP we/PRP going/VBG to/TO turn/VB swords/NNS into/IN ploughshares/NNS ./.","advmod(believe-3, <p>-1) nsubj(believe-3, I-2) root(ROOT-0, believe-3) nsubj(possible-6, it-4) cop(possible-6, is-5) ccomp(believe-3, possible-6) nsubj(lie-21, that-7) case(vision-10, in-8) det(vision-10, this-9) nmod:in(lie-21, vision-10) case(Earthwarriors-14, of-11) advmod(inspired-13, spiritually-12) amod(Earthwarriors-14, inspired-13) nmod:of(vision-10, Earthwarriors-14) det(berserkers-18, the-16) amod(berserkers-18, new-17) dep(Earthwarriors-14, berserkers-18) aux(lie-21, may-20) dep(possible-6, lie-21) det(key-23, the-22) dobj(lie-21, key-23) case(problem-26, to-24) det(problem-26, the-25) nmod:to(lie-21, problem-26) nsubj(blocked-31, problem-26) ref(problem-26, that-27) aux(blocked-31, has-28) advmod(far-30, thus-29) advmod(blocked-31, far-30) acl:relcl(problem-26, blocked-31) det(progress-34, any-32) amod(progress-34, real-33) dobj(blocked-31, progress-34) case(disarmament-36, on-35) nmod:on(blocked-31, disarmament-36) advmod(blocked-31, namely-38) det(issue-41, the-40) dobj(blocked-31, issue-41) case(conversion-44, of-42) amod(conversion-44, economic-43) nmod:of(issue-41, conversion-44) cc(lie-21, or-46) advmod(we-49, how-47) cop(we-49, are-48) dep(possible-6, we-49) conj:or(lie-21, we-49) acl(we-49, going-50) mark(turn-52, to-51) xcomp(going-50, turn-52) dobj(turn-52, swords-53) case(ploughshares-55, into-54) nmod:into(turn-52, ploughshares-55)  ",key,23,"det(key-23, the-22) dobj(lie-21, key-23) ",berserkers -- may lie the key to the problem that has,NN,[],lie,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
<p> The key to this self-identification with the world-denied self is the unique knowledge Jesus has of God .,<p>/RB The/DT key/NN to/TO this/DT self-identification/NN with/IN the/DT world-denied/JJ self/NN is/VBZ the/DT unique/JJ knowledge/NN Jesus/NNP has/VBZ of/IN God/NNP ./.,"advmod(knowledge-14, <p>-1) det(key-3, The-2) nsubj(knowledge-14, key-3) case(self-identification-6, to-4) det(self-identification-6, this-5) nmod:to(key-3, self-identification-6) case(self-10, with-7) det(self-10, the-8) amod(self-10, world-denied-9) nmod:with(self-identification-6, self-10) cop(knowledge-14, is-11) det(knowledge-14, the-12) amod(knowledge-14, unique-13) root(ROOT-0, knowledge-14) nsubj(God-18, Jesus-15) aux(God-18, has-16) case(God-18, of-17) acl:relcl(knowledge-14, God-18)  ",key,3,"det(key-3, The-2) nmod:to(key-3, self-identification-6) nsubj(knowledge-14, key-3) ",<p> The key to this self-identification with the,NN,[],is,DT,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
<p> The key to unraveling Newton 's mind on this fundamental issue is Maimonides .,<p>/RB The/DT key/NN to/TO unraveling/VBG Newton/NNP 's/POS mind/NN on/IN this/DT fundamental/JJ issue/NN is/VBZ Maimonides/NNS ./.,"advmod(Maimonides-14, <p>-1) det(key-3, The-2) nsubj(Maimonides-14, key-3) mark(unraveling-5, to-4) acl(key-3, unraveling-5) nmod:poss(mind-8, Newton-6) case(Newton-6, 's-7) dobj(unraveling-5, mind-8) case(issue-12, on-9) det(issue-12, this-10) amod(issue-12, fundamental-11) nmod:on(unraveling-5, issue-12) cop(Maimonides-14, is-13) root(ROOT-0, Maimonides-14)  ",key,3,"det(key-3, The-2) acl(key-3, unraveling-5) nsubj(Maimonides-14, key-3) ",<p> The key to unraveling Newton 's mind,NN,[],is,DT,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"This is the one issue on which the two men differ markedly ; so , it will be the key for decision-making by the Iowa voters .","This/DT is/VBZ the/DT one/CD issue/NN on/IN which/WDT the/DT two/CD men/NNS differ/VBP markedly/NNS ;/: so/RB ,/, it/PRP will/MD be/VB the/DT key/NN for/IN decision-making/NN by/IN the/DT Iowa/NNP voters/NNS ./.","nsubj(issue-5, This-1) cop(issue-5, is-2) det(issue-5, the-3) nummod(issue-5, one-4) root(ROOT-0, issue-5) nmod:on(differ-11, issue-5) case(which-7, on-6) ref(issue-5, which-7) det(men-10, the-8) nummod(men-10, two-9) nsubj(differ-11, men-10) acl:relcl(issue-5, differ-11) dobj(differ-11, markedly-12) advmod(key-20, so-14) nsubj(key-20, it-16) aux(key-20, will-17) cop(key-20, be-18) det(key-20, the-19) parataxis(issue-5, key-20) case(decision-making-22, for-21) nmod:for(key-20, decision-making-22) case(voters-26, by-23) det(voters-26, the-24) compound(voters-26, Iowa-25) nmod:by(key-20, voters-26)  ",key,20,"advmod(key-20, so-14) nsubj(key-20, it-16) aux(key-20, will-17) cop(key-20, be-18) det(key-20, the-19) nmod:for(key-20, decision-making-22) nmod:by(key-20, voters-26) parataxis(issue-5, key-20) ",", it will be the key for decision-making by the Iowa",NN,[],be,VB,object,[],"[('by', 'voters')]",['by'],[],['voters'],['the'],[],[],[],[],[],[],[],['so'],[],,,singular,ambiguous,,unknown
( n28 ) Jan Swyngedouv believes that the particular pattern of syncretizing such various foreign religions as Buddhism and Confucianism in Japan is an important key to understanding the nature and structure of Japanese religion .,-LRB-/-LRB- n28/NNP -RRB-/-RRB- Jan/NNP Swyngedouv/NNP believes/VBZ that/IN the/DT particular/JJ pattern/NN of/IN syncretizing/VBG such/JJ various/JJ foreign/JJ religions/NNS as/IN Buddhism/NNP and/CC Confucianism/NNP in/IN Japan/NNP is/VBZ an/DT important/JJ key/NN to/TO understanding/VBG the/DT nature/NN and/CC structure/NN of/IN Japanese/JJ religion/NN ./.,"nsubj(believes-6, n28-2) compound(Swyngedouv-5, Jan-4) dep(n28-2, Swyngedouv-5) root(ROOT-0, believes-6) mark(key-26, that-7) det(pattern-10, the-8) amod(pattern-10, particular-9) nsubj(key-26, pattern-10) mark(syncretizing-12, of-11) acl(pattern-10, syncretizing-12) amod(religions-16, such-13) amod(religions-16, various-14) amod(religions-16, foreign-15) dobj(syncretizing-12, religions-16) case(Buddhism-18, as-17) nmod:as(religions-16, Buddhism-18) cc(Buddhism-18, and-19) nmod:as(religions-16, Confucianism-20) conj:and(Buddhism-18, Confucianism-20) case(Japan-22, in-21) nmod:in(syncretizing-12, Japan-22) cop(key-26, is-23) det(key-26, an-24) amod(key-26, important-25) ccomp(believes-6, key-26) mark(understanding-28, to-27) acl(key-26, understanding-28) det(nature-30, the-29) dobj(understanding-28, nature-30) cc(nature-30, and-31) dobj(understanding-28, structure-32) conj:and(nature-30, structure-32) case(religion-35, of-33) amod(religion-35, Japanese-34) nmod:of(nature-30, religion-35)  ",key,26,"mark(key-26, that-7) nsubj(key-26, pattern-10) cop(key-26, is-23) det(key-26, an-24) amod(key-26, important-25) acl(key-26, understanding-28) ccomp(believes-6, key-26) ",in Japan is an important key to understanding the nature and,NN,[],is,VBZ,object,[],[],[],[],[],['an'],[],[],['important'],[],[],[],[],[],[],an,unit,singular,singular,A+N,countable
40 <p> The key to realizing the infinite value of the person is the recognition that he is created in the image of God .,40/CD <p>/CD The/DT key/NN to/TO realizing/VBG the/DT infinite/JJ value/NN of/IN the/DT person/NN is/VBZ the/DT recognition/NN that/IN he/PRP is/VBZ created/VBN in/IN the/DT image/NN of/IN God/NNP ./.,"compound(<p>-2, 40-1) nummod(key-4, <p>-2) det(key-4, The-3) nsubj(recognition-15, key-4) mark(realizing-6, to-5) acl(key-4, realizing-6) det(value-9, the-7) amod(value-9, infinite-8) dobj(realizing-6, value-9) case(person-12, of-10) det(person-12, the-11) nmod:of(value-9, person-12) cop(recognition-15, is-13) det(recognition-15, the-14) root(ROOT-0, recognition-15) mark(created-19, that-16) nsubjpass(created-19, he-17) auxpass(created-19, is-18) ccomp(recognition-15, created-19) case(image-22, in-20) det(image-22, the-21) nmod:in(created-19, image-22) case(God-24, of-23) nmod:of(image-22, God-24)  ",key,4,"nummod(key-4, <p>-2) det(key-4, The-3) acl(key-4, realizing-6) nsubj(recognition-15, key-4) ",40 <p> The key to realizing the infinite value,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
We must make it possible as a nation for everyone who is seeking a job to find employment within a reasonable amount of time Our emphasis on this goal is based on the conviction that human work has a special dignity and is a key to achieving justice in society.,We/PRP must/MD make/VB it/PRP possible/JJ as/IN a/DT nation/NN for/IN everyone/NN who/WP is/VBZ seeking/VBG a/DT job/NN to/TO find/VB employment/NN within/IN a/DT reasonable/JJ amount/NN of/IN time/NN Our/PRP$ emphasis/NN on/IN this/DT goal/NN is/VBZ based/VBN on/IN the/DT conviction/NN that/IN human/JJ work/NN has/VBZ a/DT special/JJ dignity/NN and/CC is/VBZ a/DT key/NN to/TO achieving/VBG justice/NN in/IN society/NN ./.,"nsubj(make-3, We-1) aux(make-3, must-2) root(ROOT-0, make-3) nsubj(possible-5, it-4) xcomp(make-3, possible-5) case(nation-8, as-6) det(nation-8, a-7) nmod:as(possible-5, nation-8) nsubj(seeking-13, nation-8) case(everyone-10, for-9) nmod:for(nation-8, everyone-10) ref(nation-8, who-11) aux(seeking-13, is-12) acl:relcl(nation-8, seeking-13) det(job-15, a-14) dobj(seeking-13, job-15) mark(find-17, to-16) acl(job-15, find-17) dobj(find-17, employment-18) case(amount-22, within-19) det(amount-22, a-20) amod(amount-22, reasonable-21) nmod:within(find-17, amount-22) case(time-24, of-23) nmod:of(amount-22, time-24) nmod:poss(emphasis-26, Our-25) nsubjpass(based-31, emphasis-26) case(goal-29, on-27) det(goal-29, this-28) nmod:on(emphasis-26, goal-29) auxpass(based-31, is-30) dep(find-17, based-31) case(conviction-34, on-32) det(conviction-34, the-33) nmod:on(based-31, conviction-34) mark(has-38, that-35) amod(work-37, human-36) nsubj(has-38, work-37) ccomp(find-17, has-38) det(dignity-41, a-39) amod(dignity-41, special-40) dobj(has-38, dignity-41) cc(has-38, and-42) cop(key-45, is-43) det(key-45, a-44) ccomp(find-17, key-45) conj:and(has-38, key-45) mark(achieving-47, to-46) acl(key-45, achieving-47) dobj(achieving-47, justice-48) case(society-50, in-49) nmod:in(achieving-47, society-50)  ",key,45,"cop(key-45, is-43) det(key-45, a-44) acl(key-45, achieving-47) ccomp(find-17, key-45) conj:and(has-38, key-45) ",special dignity and is a key to achieving justice in society.,NN,[],find,VB,object,[],[],[],[],[],['a'],"[('and', 'has')]",[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable
"<p> It has become commonplace to assert that "" the teacher is the key to what happens in the classroom , "" following Stake and Easley 's ( 1978 ) use of that phrase .","<p>/NN It/PRP has/VBZ become/VBN commonplace/JJ to/TO assert/VB that/DT ''/'' the/DT teacher/NN is/VBZ the/DT key/NN to/TO what/WP happens/VBZ in/IN the/DT classroom/NN ,/, ''/'' following/VBG Stake/NNP and/CC Easley/NNP 's/POS -LRB-/-LRB- 1978/CD -RRB-/-RRB- use/VBP of/IN that/DT phrase/NN ./.","nsubj(use-31, <p>-1) nsubj(become-4, It-2) aux(become-4, has-3) acl:relcl(<p>-1, become-4) xcomp(become-4, commonplace-5) mark(assert-7, to-6) xcomp(commonplace-5, assert-7) dobj(assert-7, that-8) nsubj(happens-17, that-8) det(teacher-11, the-10) nsubj(key-14, teacher-11) cop(key-14, is-12) det(key-14, the-13) acl:relcl(that-8, key-14) mark(happens-17, to-15) ref(that-8, what-16) acl(key-14, happens-17) case(classroom-20, in-18) det(classroom-20, the-19) nmod:in(happens-17, classroom-20) case(Stake-24, following-23) nmod:'s(that-8, Stake-24) cc(Stake-24, and-25) nmod:'s(that-8, Easley-26) conj:and(Stake-24, Easley-26) case(Stake-24, 's-27) appos(<p>-1, 1978-29) root(ROOT-0, use-31) case(phrase-34, of-32) det(phrase-34, that-33) nmod:of(use-31, phrase-34)  ",key,14,"nsubj(key-14, teacher-11) cop(key-14, is-12) det(key-14, the-13) acl(key-14, happens-17) acl:relcl(that-8, key-14) ",""" the teacher is the key to what happens in the",NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"The work of Ehman ( 1980a , 1980b ) is specifically highlighted as a key to exploring the effects of a teacher 's personality in the classroom on the student 's attitudes and values .","The/DT work/NN of/IN Ehman/NNP -LRB-/-LRB- 1980a/NNS ,/, 1980b/NNS -RRB-/-RRB- is/VBZ specifically/RB highlighted/VBN as/IN a/DT key/NN to/TO exploring/VBG the/DT effects/NNS of/IN a/DT teacher/NN 's/POS personality/NN in/IN the/DT classroom/NN on/IN the/DT student/NN 's/POS attitudes/NNS and/CC values/NNS ./.","det(work-2, The-1) nsubjpass(highlighted-12, work-2) case(Ehman-4, of-3) nmod:of(work-2, Ehman-4) dep(work-2, 1980a-6) appos(1980a-6, 1980b-8) auxpass(highlighted-12, is-10) advmod(highlighted-12, specifically-11) root(ROOT-0, highlighted-12) case(key-15, as-13) det(key-15, a-14) nmod:as(highlighted-12, key-15) mark(exploring-17, to-16) acl(key-15, exploring-17) det(effects-19, the-18) dobj(exploring-17, effects-19) case(personality-24, of-20) det(teacher-22, a-21) nmod:poss(personality-24, teacher-22) case(teacher-22, 's-23) nmod:of(effects-19, personality-24) case(classroom-27, in-25) det(classroom-27, the-26) nmod:in(personality-24, classroom-27) case(attitudes-32, on-28) det(student-30, the-29) nmod:poss(attitudes-32, student-30) case(student-30, 's-31) nmod:on(classroom-27, attitudes-32) cc(personality-24, and-33) nmod:of(effects-19, values-34) conj:and(personality-24, values-34)  ",key,15,"case(key-15, as-13) det(key-15, a-14) acl(key-15, exploring-17) nmod:as(highlighted-12, key-15) ",is specifically highlighted as a key to exploring the effects of,NN,[],,,,,"[('as', 'highlighted')]",['as'],['highlighted'],[],['a'],[],[],[],[],[],[],['as'],[],[],a,unit,singular,,A+N,countable
<p> Stanley reports on a second group of researchers who stressed teachers ' specific knowledge of subject matter as well as school-classroom contexts as the keys for judging competence .,<p>/NNP Stanley/NNP reports/VBZ on/IN a/DT second/JJ group/NN of/IN researchers/NNS who/WP stressed/VBD teachers/NNS '/POS specific/JJ knowledge/NN of/IN subject/NN matter/NN as/RB well/RB as/IN school-classroom/JJ contexts/NNS as/IN the/DT keys/NNS for/IN judging/VBG competence/NN ./.,"compound(Stanley-2, <p>-1) nsubj(reports-3, Stanley-2) root(ROOT-0, reports-3) case(group-7, on-4) det(group-7, a-5) amod(group-7, second-6) nmod:on(reports-3, group-7) case(researchers-9, of-8) nmod:of(group-7, researchers-9) nsubj(stressed-11, researchers-9) ref(researchers-9, who-10) acl:relcl(researchers-9, stressed-11) nmod:poss(knowledge-15, teachers-12) case(teachers-12, '-13) amod(knowledge-15, specific-14) dobj(stressed-11, knowledge-15) case(matter-18, of-16) compound(matter-18, subject-17) nmod:of(knowledge-15, matter-18) cc(knowledge-15, as-19) mwe(as-19, well-20) mwe(as-19, as-21) amod(contexts-23, school-classroom-22) dobj(stressed-11, contexts-23) conj:and(knowledge-15, contexts-23) case(keys-26, as-24) det(keys-26, the-25) nmod:as(contexts-23, keys-26) mark(judging-28, for-27) advcl(stressed-11, judging-28) dobj(judging-28, competence-29)  ",keys,26,"case(keys-26, as-24) det(keys-26, the-25) nmod:as(contexts-23, keys-26) ",as school-classroom contexts as the keys for judging competence .,NNS,[],,,,,"[('as', 'contexts')]",['as'],['contexts'],[],['the'],[],[],[],[],[],[],['as'],[],[],,,plural,,,unknown
"<p> It appears that parenting style is a key to achievement in school . """,<p>/RB It/PRP appears/VBZ that/IN parenting/NN style/NN is/VBZ a/DT key/NN to/TO achievement/NN in/IN school/NN ./. ''/'',"advmod(appears-3, <p>-1) nsubj(appears-3, It-2) root(ROOT-0, appears-3) mark(key-9, that-4) compound(style-6, parenting-5) nsubj(key-9, style-6) cop(key-9, is-7) det(key-9, a-8) ccomp(appears-3, key-9) case(achievement-11, to-10) nmod:to(key-9, achievement-11) case(school-13, in-12) nmod:in(achievement-11, school-13)  ",key,9,"mark(key-9, that-4) nsubj(key-9, style-6) cop(key-9, is-7) det(key-9, a-8) nmod:to(key-9, achievement-11) ccomp(appears-3, key-9) ",that parenting style is a key to achievement in school .,NN,[],is,VBZ,object,[],"[('to', 'achievement')]",['to'],[],['achievement'],['a'],[],[],[],[],[],[],[],[],[],a,unit,singular,singular,A+N,countable
"For researchers , he points to metacognitive reflection and the need to place all learning in an instructional , a curricular , and an institutional context as a possible key to advancing thinking and decision making in the classroom .","For/IN researchers/NNS ,/, he/PRP points/VBZ to/TO metacognitive/VB reflection/NN and/CC the/DT need/NN to/TO place/VB all/DT learning/NN in/IN an/DT instructional/NN ,/, a/DT curricular/NN ,/, and/CC an/DT institutional/JJ context/NN as/IN a/DT possible/JJ key/NN to/TO advancing/VBG thinking/NN and/CC decision/NN making/VBG in/IN the/DT classroom/NN ./.","case(researchers-2, For-1) nmod:for(points-5, researchers-2) nsubj(points-5, he-4) nsubj(metacognitive-7, he-4) root(ROOT-0, points-5) mark(metacognitive-7, to-6) xcomp(points-5, metacognitive-7) dobj(metacognitive-7, reflection-8) nsubj(place-13, reflection-8) cc(reflection-8, and-9) det(need-11, the-10) dobj(metacognitive-7, need-11) conj:and(reflection-8, need-11) nsubj(place-13, need-11) mark(place-13, to-12) xcomp(metacognitive-7, place-13) det(learning-15, all-14) dobj(place-13, learning-15) case(instructional-18, in-16) det(instructional-18, an-17) nmod:in(learning-15, instructional-18) det(curricular-21, a-20) nmod:in(learning-15, curricular-21) conj:and(instructional-18, curricular-21) cc(instructional-18, and-23) det(context-26, an-24) amod(context-26, institutional-25) nmod:in(learning-15, context-26) conj:and(instructional-18, context-26) case(key-30, as-27) det(key-30, a-28) amod(key-30, possible-29) nmod:as(place-13, key-30) mark(advancing-32, to-31) acl(key-30, advancing-32) dobj(advancing-32, thinking-33) cc(thinking-33, and-34) dobj(advancing-32, decision-35) conj:and(thinking-33, decision-35) acl(thinking-33, making-36) case(classroom-39, in-37) det(classroom-39, the-38) nmod:in(making-36, classroom-39)  ",key,30,"case(key-30, as-27) det(key-30, a-28) amod(key-30, possible-29) acl(key-30, advancing-32) nmod:as(place-13, key-30) ",institutional context as a possible key to advancing thinking and decision,NN,[],,,,,"[('as', 'place')]",['as'],['place'],[],['a'],[],[],['possible'],[],[],[],['as'],[],[],a,unit,singular,,A+N,countable
"Service is a critical part of citizenship in the same way that application is the key to learning ; and service fosters a connection , even a passion , to help others .","Service/NNP is/VBZ a/DT critical/JJ part/NN of/IN citizenship/NN in/IN the/DT same/JJ way/NN that/IN application/NN is/VBZ the/DT key/NN to/TO learning/VBG ;/: and/CC service/NN fosters/VBZ a/DT connection/NN ,/, even/RB a/DT passion/NN ,/, to/TO help/VB others/NNS ./.","nsubj(part-5, Service-1) cop(part-5, is-2) det(part-5, a-3) amod(part-5, critical-4) root(ROOT-0, part-5) case(citizenship-7, of-6) nmod:of(part-5, citizenship-7) case(way-11, in-8) det(way-11, the-9) amod(way-11, same-10) nmod:in(citizenship-7, way-11) mark(key-16, that-12) nsubj(key-16, application-13) cop(key-16, is-14) det(key-16, the-15) ccomp(part-5, key-16) mark(learning-18, to-17) acl(key-16, learning-18) cc(part-5, and-20) nsubj(fosters-22, service-21) conj:and(part-5, fosters-22) det(connection-24, a-23) dobj(fosters-22, connection-24) advmod(connection-24, even-26) det(passion-28, a-27) dep(connection-24, passion-28) mark(help-31, to-30) advcl(fosters-22, help-31) dobj(help-31, others-32)  ",key,16,"mark(key-16, that-12) nsubj(key-16, application-13) cop(key-16, is-14) det(key-16, the-15) acl(key-16, learning-18) ccomp(part-5, key-16) ",way that application is the key to learning ; and service,NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"This statement becomes the rim of the term paper wheel , and it helps pinpoint the hub of the wheel , which is a key to a unified term paper .","This/DT statement/NN becomes/VBZ the/DT rim/NN of/IN the/DT term/NN paper/NN wheel/NN ,/, and/CC it/PRP helps/VBZ pinpoint/VB the/DT hub/NN of/IN the/DT wheel/NN ,/, which/WDT is/VBZ a/DT key/NN to/TO a/DT unified/VBN term/NN paper/NN ./.","det(statement-2, This-1) nsubj(becomes-3, statement-2) root(ROOT-0, becomes-3) det(rim-5, the-4) xcomp(becomes-3, rim-5) case(wheel-10, of-6) det(wheel-10, the-7) compound(wheel-10, term-8) compound(wheel-10, paper-9) nmod:of(rim-5, wheel-10) cc(becomes-3, and-12) nsubj(helps-14, it-13) conj:and(becomes-3, helps-14) xcomp(helps-14, pinpoint-15) det(hub-17, the-16) dobj(pinpoint-15, hub-17) case(wheel-20, of-18) det(wheel-20, the-19) nmod:of(hub-17, wheel-20) nsubj(key-25, wheel-20) ref(wheel-20, which-22) cop(key-25, is-23) det(key-25, a-24) acl:relcl(wheel-20, key-25) case(paper-30, to-26) det(paper-30, a-27) amod(paper-30, unified-28) compound(paper-30, term-29) nmod:to(key-25, paper-30)  ",key,25,"nsubj(key-25, wheel-20) cop(key-25, is-23) det(key-25, a-24) nmod:to(key-25, paper-30) acl:relcl(wheel-20, key-25) ","wheel , which is a key to a unified term paper",NN,[],is,DT,object,[],"[('to', 'paper')]",['to'],[],['paper'],['a'],[],[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable
"For the time being , I keep my key in my pocket . ""","For/IN the/DT time/NN being/VBG ,/, I/PRP keep/VBP my/PRP$ key/NN in/IN my/PRP$ pocket/NN ./. ''/''","case(time-3, For-1) det(time-3, the-2) nmod:for(keep-7, time-3) amod(time-3, being-4) nsubj(keep-7, I-6) root(ROOT-0, keep-7) nmod:poss(key-9, my-8) dobj(keep-7, key-9) case(pocket-12, in-10) nmod:poss(pocket-12, my-11) nmod:in(keep-7, pocket-12)  ",key,9,"nmod:poss(key-9, my-8) dobj(keep-7, key-9) ","being , I keep my key in my pocket . """,NN,[],keep,VBP,object,[],[],[],[],[],[],[],[],[],[],['my'],[],[],[],[],,,singular,plural,EX-PL,countable
The key is probably the extent and speed of unification itself .,The/DT key/NN is/VBZ probably/RB the/DT extent/NN and/CC speed/NN of/IN unification/VBG itself/PRP ./.,"det(key-2, The-1) nsubj(extent-6, key-2) cop(extent-6, is-3) advmod(extent-6, probably-4) det(extent-6, the-5) root(ROOT-0, extent-6) cc(extent-6, and-7) conj:and(extent-6, speed-8) mark(unification-10, of-9) acl(extent-6, unification-10) dobj(unification-10, itself-11)  ",key,2,"det(key-2, The-1) nsubj(extent-6, key-2) ",The key is probably the extent and,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
